stateFIPS,CongressionalDistrict,StateUpper,StateAbbreviation,Population2016,FracCDFromSLD,FracSLDFromCD
5,3,3,AR,97673.509,0.123,0.012
5,3,4,AR,92973.78,0.117,0.011
5,3,5,AR,44446.084,0.056,0.005
5,3,7,AR,93933.974,0.118,0.012
5,3,8,AR,83591.281,0.105,0.01
5,3,9,AR,62223.624,0.078,0.008
5,3,16,AR,76668.157,0.096,0.009
5,3,17,AR,48350.399,0.061,0.006
5,3,18,AR,1965.942,0.002,0
5,4,5,AR,40248.251,0.057,0.005
5,4,6,AR,82550.732,0.116,0.01
5,4,8,AR,71.141,0,0
5,4,9,AR,21466.303,0.03,0.003
5,4,10,AR,80682.746,0.114,0.01
5,4,11,AR,81429.242,0.115,0.01
5,4,12,AR,79726.763,0.112,0.01
5,4,13,AR,63676.415,0.09,0.008
5,4,14,AR,70866.339,0.1,0.009
5,4,16,AR,4057.554,0.006,0
5,4,25,AR,53264.061,0.075,0.007
5,4,26,AR,54096.842,0.076,0.007
5,4,27,AR,77948.265,0.11,0.01
6,1,1,CA,414618.282,0.585,0.052
6,1,4,CA,293895.182,0.415,0.036
6,2,2,CA,657380.876,0.915,0.081
6,2,3,CA,60864.985,0.085,0.008
6,3,2,CA,33328.62,0.045,0.004
6,3,3,CA,457431.448,0.619,0.057
6,3,4,CA,248055.824,0.336,0.031
6,3,5,CA,9.607,0,0
6,3,6,CA,104.608,0,0
6,4,1,CA,395292.69,0.539,0.049
6,4,4,CA,139458.793,0.19,0.017
6,4,8,CA,198645.394,0.271,0.024
6,5,2,CA,258525.536,0.351,0.032
6,5,3,CA,412549.85,0.56,0.051
6,5,7,CA,2.164,0,0
6,5,9,CA,66040.31,0.09,0.008
6,6,4,CA,98101.289,0.131,0.012
6,6,6,CA,652498.269,0.869,0.08
6,7,1,CA,154852.39,0.206,0.019
6,7,4,CA,202911.39,0.27,0.025
6,7,5,CA,595.627,0.001,0
6,7,6,CA,347144.964,0.463,0.043
6,7,8,CA,44811.871,0.06,0.005
6,8,8,CA,32125,0.044,0.004
6,8,16,CA,157203.538,0.213,0.019
6,8,20,CA,63.092,0,0
6,8,21,CA,349678.738,0.475,0.043
6,8,23,CA,197580.406,0.268,0.025
6,8,25,CA,164.04,0,0
6,9,3,CA,30.956,0,0
6,9,5,CA,559489.633,0.742,0.068
6,9,7,CA,195009.955,0.258,0.024
6,10,5,CA,441237.924,0.594,0.054
6,10,8,CA,152610.708,0.205,0.019
6,10,12,CA,149473.689,0.201,0.018
6,11,3,CA,53792.268,0.071,0.007
6,11,7,CA,505845.551,0.665,0.062
6,11,9,CA,200961.384,0.264,0.025
6,12,11,CA,760213.884,1,0.093
6,13,9,CA,756945.947,0.987,0.093
6,13,10,CA,9923.726,0.013,0.001
6,14,11,CA,244394.511,0.326,0.03
6,14,13,CA,505595.634,0.674,0.061
6,15,7,CA,301543.69,0.394,0.037
6,15,9,CA,45.822,0,0
6,15,10,CA,464609.519,0.606,0.057
6,16,8,CA,165072.682,0.224,0.02
6,16,12,CA,398868.193,0.542,0.049
6,16,14,CA,172213.124,0.234,0.021
6,17,7,CA,1.091,0,0
6,17,10,CA,503859.648,0.663,0.062
6,17,13,CA,150919.875,0.199,0.018
6,17,15,CA,104930.079,0.138,0.013
6,18,10,CA,5586.992,0.007,0.001
6,18,13,CA,335082.649,0.444,0.04
6,18,15,CA,361901.524,0.48,0.044
6,18,17,CA,51667.835,0.069,0.006
6,19,10,CA,19552.316,0.026,0.002
6,19,15,CA,533552.305,0.705,0.065
6,19,17,CA,204149.274,0.27,0.025
6,20,12,CA,295125.3,0.4,0.036
6,20,17,CA,443590.741,0.6,0.054
6,21,12,CA,135362.969,0.186,0.017
6,21,14,CA,564169.121,0.774,0.069
6,21,16,CA,29191.868,0.04,0.004
6,22,8,CA,367110.313,0.498,0.045
6,22,14,CA,149531.788,0.203,0.018
6,22,16,CA,219909.199,0.299,0.027
6,23,8,CA,4212.022,0.006,0.001
6,23,14,CA,85458.558,0.116,0.01
6,23,16,CA,562316.769,0.762,0.069
6,23,21,CA,85780.805,0.116,0.011
6,24,17,CA,282887,0.383,0.035
6,24,19,CA,455842.744,0.617,0.057
6,25,18,CA,62.984,0,0
6,25,21,CA,531217.554,0.732,0.066
6,25,25,CA,14.455,0,0
6,25,27,CA,194417.517,0.268,0.025
6,26,19,CA,511486.093,0.705,0.064
6,26,27,CA,213978.46,0.295,0.028
6,27,20,CA,561.691,0.001,0
6,27,21,CA,9.293,0,0
6,27,22,CA,381391.542,0.525,0.049
6,27,23,CA,73.309,0,0
6,27,25,CA,344353.503,0.474,0.044
6,28,18,CA,3101.693,0.004,0
6,28,21,CA,73.309,0,0
6,28,24,CA,173804.245,0.239,0.023
6,28,25,CA,413402.788,0.57,0.053
6,28,26,CA,135381.045,0.187,0.018
6,29,18,CA,723246.826,0.997,0.09
6,29,21,CA,99.122,0,0
6,29,25,CA,2418.164,0.003,0
6,30,18,CA,232516.482,0.32,0.029
6,30,25,CA,12341.722,0.017,0.002
6,30,27,CA,480903.992,0.663,0.063
6,31,20,CA,243751.236,0.33,0.03
6,31,23,CA,448881.669,0.607,0.057
6,31,25,CA,46501.012,0.063,0.006
6,32,22,CA,552647.526,0.761,0.07
6,32,25,CA,139353.153,0.192,0.018
6,32,29,CA,33763.434,0.047,0.004
6,33,26,CA,620045.329,0.854,0.081
6,33,27,CA,76647.125,0.106,0.01
6,33,30,CA,1.033,0,0
6,33,35,CA,29069.594,0.04,0.005
6,34,24,CA,686045.098,0.945,0.089
6,34,30,CA,39717.982,0.055,0.005
6,35,20,CA,736295.403,1,0.091
6,36,23,CA,248807.419,0.325,0.032
6,36,28,CA,517690.417,0.675,0.067
6,37,24,CA,341.764,0,0
6,37,26,CA,108105.972,0.149,0.014
6,37,30,CA,617315.343,0.851,0.082
6,38,22,CA,25473.323,0.035,0.003
6,38,29,CA,16407.366,0.023,0.002
6,38,32,CA,663721.027,0.914,0.106
6,38,33,CA,20498.638,0.028,0.003
6,39,20,CA,653.004,0.001,0
6,39,22,CA,7.228,0,0
6,39,29,CA,602248.652,0.818,0.079
6,39,32,CA,116254.871,0.158,0.019
6,39,37,CA,17283.17,0.023,0.004
6,40,24,CA,103677.49,0.143,0.013
6,40,30,CA,126574.674,0.174,0.017
6,40,32,CA,165453.216,0.228,0.026
6,40,33,CA,330057.7,0.455,0.052
6,41,23,CA,524.517,0.001,0
6,41,28,CA,17051.702,0.022,0.002
6,41,31,CA,748989.226,0.977,0.103
6,42,23,CA,98481.567,0.128,0.013
6,42,28,CA,391233.895,0.51,0.051
6,42,31,CA,276719.126,0.361,0.038
6,43,26,CA,90166.954,0.124,0.012
6,43,30,CA,161768.149,0.223,0.021
6,43,35,CA,473827.977,0.653,0.089
6,44,30,CA,7119.232,0.01,0.001
6,44,33,CA,280729.014,0.387,0.044
6,44,35,CA,437914.835,0.603,0.082
6,45,36,CA,196768.246,0.266,0.04
6,45,37,CA,544051.52,0.734,0.113
6,46,29,CA,216189.812,0.292,0.028
6,46,34,CA,433131.066,0.585,0.078
6,46,37,CA,91521.021,0.124,0.019
6,47,26,CA,4229.206,0.006,0.001
6,47,29,CA,103011.868,0.141,0.013
6,47,32,CA,19658.106,0.027,0.003
6,47,33,CA,325766.543,0.445,0.052
6,47,34,CA,254970.368,0.348,0.046
6,47,35,CA,24263.209,0.033,0.005
6,48,34,CA,288396.766,0.389,0.052
6,48,36,CA,114690.313,0.155,0.023
6,48,37,CA,337727.417,0.456,0.07
6,49,36,CA,683167.681,0.91,0.138
6,49,38,CA,30071.094,0.04,0.006
6,49,39,CA,37238.637,0.05,0.009
6,50,28,CA,88243.131,0.117,0.011
6,50,36,CA,678.489,0.001,0
6,50,38,CA,657442.758,0.871,0.137
6,50,40,CA,8556.676,0.011,0.002
6,51,38,CA,639.902,0.001,0
6,51,39,CA,24872.562,0.033,0.006
6,51,40,CA,721718.941,0.966,0.169
6,52,38,CA,119058.166,0.158,0.025
6,52,39,CA,634358.062,0.842,0.146
6,53,38,CA,189362.679,0.251,0.04
6,53,39,CA,298266.022,0.396,0.068
6,53,40,CA,265787.526,0.353,0.062
8,1,16,CO,58658.761,0.071,0.007
8,1,20,CO,639.721,0.001,0
8,1,22,CO,45898.396,0.056,0.006
8,1,26,CO,48347.862,0.059,0.006
8,1,31,CO,169688.851,0.206,0.023
8,1,32,CO,168055.138,0.204,0.027
8,1,33,CO,168144.058,0.205,0.027
8,1,34,CO,162386.245,0.198,0.029
8,2,2,CO,17904.602,0.022,0.002
8,2,5,CO,15138.475,0.019,0.002
8,2,8,CO,45382,0.057,0.006
8,2,14,CO,166469.823,0.208,0.02
8,2,15,CO,159973.611,0.2,0.019
8,2,16,CO,73815.681,0.092,0.009
8,2,17,CO,58426.14,0.073,0.007
8,2,18,CO,151405.21,0.19,0.019
8,2,20,CO,24873.176,0.031,0.003
8,2,22,CO,5092.096,0.006,0.001
8,2,23,CO,80078.566,0.1,0.01
8,3,3,CO,145443.774,0.196,0.018
8,3,5,CO,111858.525,0.151,0.014
8,3,6,CO,152571,0.205,0.019
8,3,7,CO,150083,0.202,0.018
8,3,8,CO,104546,0.141,0.013
8,3,35,CO,78062.226,0.105,0.015
8,4,1,CO,151142.87,0.19,0.019
8,4,4,CO,161915.138,0.203,0.02
8,4,13,CO,168437.581,0.211,0.02
8,4,17,CO,94857.291,0.119,0.012
8,4,18,CO,1902.287,0.002,0
8,4,23,CO,88167.549,0.111,0.011
8,4,25,CO,8084.202,0.01,0.001
8,4,29,CO,8041.271,0.01,0.001
8,4,30,CO,53573.008,0.067,0.007
8,4,35,CO,60816,0.076,0.011
8,5,2,CO,135806.547,0.172,0.017
8,5,5,CO,19058,0.024,0.002
8,5,9,CO,161462.688,0.205,0.02
8,5,10,CO,160223.858,0.203,0.02
8,5,11,CO,154959.937,0.197,0.019
8,5,12,CO,156017.367,0.198,0.019
8,6,4,CO,1774.025,0.002,0
8,6,24,CO,17867.373,0.022,0.002
8,6,25,CO,101219.494,0.126,0.013
8,6,26,CO,110919.417,0.138,0.014
8,6,27,CO,156849.328,0.195,0.02
8,6,28,CO,156628.806,0.194,0.02
8,6,29,CO,148752.37,0.185,0.019
8,6,30,CO,111369.829,0.138,0.015
8,7,16,CO,27557.224,0.035,0.003
8,7,19,CO,150819.103,0.191,0.019
8,7,20,CO,131918.442,0.167,0.016
8,7,21,CO,165922.445,0.211,0.021
8,7,22,CO,106445.126,0.135,0.014
8,7,24,CO,148254.751,0.188,0.019
8,7,25,CO,56838.734,0.072,0.007
9,1,1,CT,95247.559,0.134,0.012
9,1,2,CT,95204.637,0.134,0.012
9,1,3,CT,87962.824,0.124,0.011
9,1,4,CT,90621.981,0.127,0.011
9,1,5,CT,66177.494,0.093,0.008
9,1,6,CT,19829.891,0.028,0.002
9,1,7,CT,30733.037,0.043,0.004
9,1,8,CT,25061.457,0.035,0.003
9,1,9,CT,73009.916,0.103,0.009
9,1,16,CT,42990.716,0.06,0.005
9,1,30,CT,15158.256,0.021,0.002
9,1,31,CT,60367.074,0.085,0.008
9,1,33,CT,9373.308,0.013,0.001
9,2,3,CT,12125.782,0.017,0.002
9,2,4,CT,10075.251,0.014,0.001
9,2,7,CT,71605.34,0.102,0.009
9,2,12,CT,24582.904,0.035,0.003
9,2,18,CT,100816.79,0.143,0.012
9,2,19,CT,99264.463,0.141,0.012
9,2,20,CT,95605.872,0.136,0.012
9,2,29,CT,101568.504,0.144,0.013
9,2,33,CT,89490.637,0.127,0.014
9,2,35,CT,100205.398,0.142,0.019
9,3,9,CT,29287.15,0.041,0.004
9,3,10,CT,96213.981,0.135,0.012
9,3,11,CT,97151.849,0.137,0.012
9,3,12,CT,69497.619,0.098,0.009
9,3,13,CT,17595.162,0.025,0.002
9,3,14,CT,93817.647,0.132,0.011
9,3,15,CT,31530.86,0.044,0.004
9,3,16,CT,9343.912,0.013,0.001
9,3,17,CT,98320.211,0.138,0.012
9,3,21,CT,50616.264,0.071,0.006
9,3,23,CT,8075.918,0.011,0.001
9,3,32,CT,13085.451,0.018,0.002
9,3,34,CT,97170.709,0.137,0.017
9,4,21,CT,51696.381,0.07,0.006
9,4,22,CT,101485.519,0.138,0.013
9,4,23,CT,90812.372,0.123,0.012
9,4,25,CT,102770.745,0.14,0.013
9,4,26,CT,93089.324,0.127,0.012
9,4,27,CT,106814.883,0.145,0.014
9,4,28,CT,76630.598,0.104,0.01
9,4,32,CT,12600.621,0.017,0.002
9,4,36,CT,99780.122,0.136,0.02
9,5,5,CT,31235.122,0.044,0.004
9,5,6,CT,76415.85,0.107,0.009
9,5,8,CT,69980.42,0.098,0.009
9,5,13,CT,80108.275,0.113,0.01
9,5,15,CT,68483.276,0.096,0.008
9,5,16,CT,50554.489,0.071,0.006
9,5,24,CT,106255.686,0.149,0.014
9,5,26,CT,14171.475,0.02,0.002
9,5,28,CT,28382.084,0.04,0.004
9,5,30,CT,78668.733,0.11,0.01
9,5,31,CT,40976.316,0.058,0.006
9,5,32,CT,66753.885,0.094,0.011
10,0,1,DE,43438.405,0.046,0.005
10,0,2,DE,42599.531,0.045,0.005
10,0,3,DE,42283.013,0.044,0.005
10,0,4,DE,42706.071,0.045,0.005
10,0,5,DE,42121.651,0.044,0.005
10,0,6,DE,46905.771,0.049,0.006
10,0,7,DE,43477.711,0.046,0.005
10,0,8,DE,45577.484,0.048,0.006
10,0,9,DE,42484.715,0.045,0.005
10,0,10,DE,46382.225,0.049,0.006
10,0,11,DE,43597.698,0.046,0.005
10,0,12,DE,46288.097,0.049,0.006
10,0,13,DE,43582.183,0.046,0.005
10,0,14,DE,46951.607,0.049,0.006
10,0,15,DE,47960.827,0.05,0.006
10,0,16,DE,44548.518,0.047,0.005
10,0,17,DE,48154.708,0.051,0.006
10,0,18,DE,49889.953,0.052,0.006
10,0,19,DE,47788.361,0.05,0.006
10,0,20,DE,47506.826,0.05,0.006
10,0,21,DE,47819.643,0.05,0.006
11,98,1,DC,84293.405,0.124,0.011
11,98,2,DC,86764.632,0.127,0.011
11,98,3,DC,89302.649,0.131,0.011
11,98,4,DC,85777.5,0.126,0.011
11,98,5,DC,84119.072,0.123,0.01
11,98,6,DC,86303.895,0.127,0.011
11,98,7,DC,81221.069,0.119,0.01
11,98,8,DC,83387.779,0.122,0.01
12,1,1,FL,513446.087,0.672,0.064
12,1,2,FL,250532.229,0.328,0.031
12,2,2,FL,265023.684,0.368,0.033
12,2,3,FL,227036.532,0.315,0.028
12,2,5,FL,199419.529,0.277,0.024
12,2,8,FL,12310.061,0.017,0.002
12,2,12,FL,16707.34,0.023,0.002
12,3,5,FL,250379,0.341,0.031
12,3,8,FL,478298.964,0.652,0.059
12,3,12,FL,4673.293,0.006,0.001
12,4,4,FL,471660.241,0.609,0.058
12,4,6,FL,103239.574,0.133,0.013
12,4,7,FL,200196.115,0.258,0.025
12,5,3,FL,257866.468,0.353,0.032
12,5,4,FL,30872.202,0.042,0.004
12,5,5,FL,41094.687,0.056,0.005
12,5,6,FL,401104.983,0.549,0.049
12,6,7,FL,341649.906,0.449,0.042
12,6,9,FL,49203.935,0.065,0.006
12,6,12,FL,87900.145,0.116,0.011
12,6,14,FL,281711.044,0.37,0.034
12,7,9,FL,455479,0.592,0.056
12,7,11,FL,18065.785,0.023,0.002
12,7,13,FL,295773.751,0.384,0.036
12,8,13,FL,16995.67,0.023,0.002
12,8,14,FL,224150.475,0.3,0.027
12,8,15,FL,139.929,0,0
12,8,17,FL,506542.525,0.677,0.062
12,9,13,FL,163342.177,0.2,0.02
12,9,15,FL,357384.033,0.438,0.043
12,9,22,FL,244250.023,0.299,0.031
12,9,26,FL,50728.868,0.062,0.007
12,10,11,FL,522250.404,0.654,0.064
12,10,13,FL,63910.969,0.08,0.008
12,10,15,FL,212519.283,0.266,0.026
12,11,8,FL,3660.887,0.005,0
12,11,10,FL,326456,0.426,0.04
12,11,12,FL,431555.265,0.564,0.053
12,11,22,FL,3832.104,0.005,0
12,12,10,FL,170505.969,0.226,0.021
12,12,16,FL,396119.238,0.524,0.048
12,12,18,FL,12820.508,0.017,0.002
12,12,20,FL,176555.854,0.234,0.022
12,13,16,FL,107843.159,0.148,0.013
12,13,19,FL,124783.307,0.171,0.016
12,13,24,FL,497290.473,0.681,0.064
12,14,18,FL,513934.305,0.659,0.064
12,14,19,FL,147344.591,0.189,0.018
12,14,20,FL,118347.023,0.152,0.015
12,15,12,FL,140.006,0,0
12,15,19,FL,150228.673,0.193,0.019
12,15,20,FL,231065.569,0.297,0.029
12,15,21,FL,88901.616,0.114,0.011
12,15,22,FL,265721.246,0.342,0.034
12,15,26,FL,40940.678,0.053,0.005
12,16,19,FL,98791.019,0.126,0.012
12,16,21,FL,453624.993,0.576,0.056
12,16,23,FL,234681.183,0.298,0.03
12,17,22,FL,6864.014,0.009,0.001
12,17,23,FL,281590.241,0.373,0.036
12,17,26,FL,411762.212,0.546,0.054
12,17,27,FL,30869.668,0.041,0.004
12,17,28,FL,23737.996,0.031,0.003
12,18,25,FL,498054.624,0.653,0.064
12,18,30,FL,264894.743,0.347,0.035
12,19,26,FL,1.167,0,0
12,19,27,FL,522714.556,0.647,0.068
12,19,28,FL,285266.96,0.353,0.037
12,20,25,FL,12735.955,0.017,0.002
12,20,29,FL,27291.801,0.036,0.004
12,20,30,FL,198127.496,0.26,0.026
12,20,31,FL,12424.255,0.016,0.002
12,20,32,FL,263.275,0,0
12,20,33,FL,371530.66,0.488,0.059
12,20,34,FL,5298.264,0.007,0.001
12,20,35,FL,133320.709,0.175,0.025
12,21,29,FL,215379.275,0.283,0.028
12,21,30,FL,47230.762,0.062,0.006
12,21,31,FL,498971.647,0.655,0.069
12,22,29,FL,268965.106,0.354,0.035
12,22,32,FL,95412.449,0.125,0.015
12,22,33,FL,121680.915,0.16,0.019
12,22,34,FL,274800.745,0.361,0.049
12,23,32,FL,413563.919,0.544,0.066
12,23,33,FL,15494.964,0.02,0.002
12,23,34,FL,161082.52,0.212,0.029
12,23,35,FL,92472.732,0.122,0.017
12,23,38,FL,77683.641,0.102,0.016
12,24,34,FL,67522.825,0.089,0.012
12,24,35,FL,282028.887,0.372,0.053
12,24,36,FL,65564.454,0.087,0.013
12,24,37,FL,16957.299,0.022,0.004
12,24,38,FL,325131.532,0.429,0.068
12,25,28,FL,227957.606,0.299,0.029
12,25,36,FL,440435.512,0.578,0.089
12,25,37,FL,11699.71,0.015,0.002
12,25,39,FL,81528.484,0.107,0.019
12,26,39,FL,396637.301,0.524,0.091
12,26,40,FL,359748.156,0.476,0.084
12,27,37,FL,477123.438,0.631,0.099
12,27,38,FL,104311.729,0.138,0.022
12,27,39,FL,28608.106,0.038,0.007
12,27,40,FL,146694.108,0.194,0.034
13,1,1,GA,185049.727,0.251,0.023
13,1,2,GA,187613.049,0.255,0.023
13,1,3,GA,179103.913,0.243,0.022
13,1,4,GA,34695.702,0.047,0.004
13,1,7,GA,69466.087,0.094,0.009
13,1,8,GA,16738.942,0.023,0.002
13,1,19,GA,63760.223,0.087,0.008
13,2,11,GA,87293.34,0.129,0.011
13,2,12,GA,163667.884,0.242,0.02
13,2,13,GA,73364.776,0.108,0.009
13,2,15,GA,167698.246,0.247,0.02
13,2,18,GA,60285.246,0.089,0.007
13,2,26,GA,89323.357,0.132,0.012
13,2,29,GA,36008.759,0.053,0.005
13,3,15,GA,7161.607,0.01,0.001
13,3,16,GA,175335.817,0.242,0.021
13,3,17,GA,65817.426,0.091,0.008
13,3,18,GA,26335,0.036,0.003
13,3,28,GA,184304.189,0.254,0.024
13,3,29,GA,143608.71,0.198,0.019
13,3,30,GA,104105.489,0.143,0.014
13,3,34,GA,19006.558,0.026,0.003
13,4,5,GA,45856.827,0.061,0.006
13,4,9,GA,36501.854,0.049,0.004
13,4,10,GA,72698.567,0.097,0.009
13,4,17,GA,37252.852,0.05,0.005
13,4,41,GA,142342.604,0.19,0.068
13,4,42,GA,51075.069,0.068,0.024
13,4,43,GA,182733.102,0.244,0.089
13,4,55,GA,179974.218,0.24,0.23
13,5,6,GA,20241.484,0.027,0.002
13,5,10,GA,16873.797,0.022,0.002
13,5,34,GA,50385.763,0.066,0.009
13,5,35,GA,867.063,0.001,0
13,5,36,GA,190426.017,0.251,0.039
13,5,38,GA,113987.71,0.15,0.024
13,5,39,GA,151491.536,0.2,0.035
13,5,42,GA,96874,0.128,0.046
13,5,44,GA,117873.267,0.155,0.057
13,6,6,GA,31352.968,0.041,0.004
13,6,14,GA,5241.893,0.007,0.001
13,6,21,GA,63804.749,0.084,0.008
13,6,32,GA,180295.107,0.238,0.029
13,6,33,GA,23531.434,0.031,0.004
13,6,40,GA,156717.494,0.207,0.037
13,6,41,GA,8021.741,0.011,0.004
13,6,42,GA,36568.097,0.048,0.017
13,6,48,GA,64881.909,0.086,0.036
13,6,56,GA,187043.359,0.247,0.238
13,7,5,GA,148466.406,0.187,0.018
13,7,9,GA,119561.173,0.15,0.015
13,7,27,GA,154515.275,0.194,0.02
13,7,40,GA,30922.663,0.039,0.007
13,7,41,GA,37891.865,0.048,0.018
13,7,45,GA,165318.874,0.208,0.081
13,7,48,GA,127143.15,0.16,0.071
13,7,55,GA,11936.743,0.015,0.015
13,8,7,GA,58702.929,0.083,0.007
13,8,8,GA,159809.974,0.227,0.02
13,8,11,GA,83079.084,0.118,0.01
13,8,13,GA,94158.071,0.134,0.011
13,8,18,GA,86424.44,0.123,0.011
13,8,19,GA,15965,0.023,0.002
13,8,20,GA,133339.992,0.19,0.017
13,8,25,GA,22306.937,0.032,0.003
13,8,26,GA,49604.028,0.071,0.006
13,9,24,GA,44696,0.06,0.006
13,9,27,GA,62986.765,0.085,0.008
13,9,47,GA,80290.862,0.109,0.042
13,9,49,GA,190223.021,0.257,0.111
13,9,50,GA,176580.529,0.239,0.119
13,9,51,GA,183897.621,0.249,0.222
13,9,54,GA,1125.125,0.002,0.001
13,10,9,GA,39785.388,0.055,0.005
13,10,17,GA,72691.446,0.1,0.009
13,10,23,GA,57800.394,0.079,0.007
13,10,24,GA,49924.541,0.068,0.006
13,10,25,GA,153414.68,0.21,0.02
13,10,26,GA,29078.674,0.04,0.004
13,10,45,GA,30181.474,0.041,0.015
13,10,46,GA,188517.919,0.259,0.093
13,10,47,GA,107851.316,0.148,0.057
13,11,6,GA,122011.481,0.161,0.015
13,11,14,GA,183558.837,0.243,0.022
13,11,21,GA,132049.111,0.174,0.016
13,11,32,GA,9702.303,0.013,0.002
13,11,33,GA,72679.752,0.096,0.011
13,11,37,GA,187920.935,0.248,0.039
13,11,38,GA,1946.274,0.003,0
13,11,52,GA,39999.436,0.053,0.049
13,11,56,GA,7019.091,0.009,0.009
13,12,4,GA,148741.814,0.207,0.018
13,12,7,GA,43012,0.06,0.005
13,12,19,GA,96805.574,0.135,0.012
13,12,20,GA,47516,0.066,0.006
13,12,22,GA,172584.751,0.24,0.022
13,12,23,GA,117076.046,0.163,0.015
13,12,24,GA,93472.176,0.13,0.012
13,13,6,GA,17160.92,0.023,0.002
13,13,10,GA,96433.116,0.128,0.012
13,13,16,GA,1040.149,0.001,0
13,13,17,GA,9744.124,0.013,0.001
13,13,28,GA,2631.204,0.004,0
13,13,30,GA,37895.822,0.05,0.005
13,13,33,GA,93103.672,0.124,0.015
13,13,34,GA,116002.113,0.154,0.021
13,13,35,GA,188615.632,0.251,0.035
13,13,36,GA,864.84,0.001,0
13,13,38,GA,76338.53,0.102,0.016
13,13,39,GA,41717.977,0.056,0.01
13,13,44,GA,69680.215,0.093,0.034
13,14,30,GA,41912.375,0.059,0.006
13,14,31,GA,184730.625,0.26,0.026
13,14,52,GA,135145.208,0.19,0.165
13,14,53,GA,173280.49,0.244,0.228
13,14,54,GA,175127.516,0.247,0.229
15,1,9,HI,56901.507,0.08,0.007
15,1,10,HI,57854.326,0.082,0.007
15,1,11,HI,59265.331,0.084,0.007
15,1,12,HI,59792.245,0.084,0.007
15,1,13,HI,56846.317,0.08,0.007
15,1,14,HI,54987.539,0.078,0.007
15,1,15,HI,69578.684,0.098,0.008
15,1,16,HI,60797.13,0.086,0.007
15,1,17,HI,53236.018,0.075,0.006
15,1,18,HI,44561.722,0.063,0.006
15,1,19,HI,56920.251,0.08,0.007
15,1,20,HI,35884.302,0.051,0.004
15,1,21,HI,3246.873,0.005,0
15,1,22,HI,27509.91,0.039,0.004
15,1,25,HI,11240.138,0.016,0.001
15,2,1,HI,49016.353,0.068,0.006
15,2,2,HI,50309.474,0.07,0.006
15,2,3,HI,50822.004,0.071,0.006
15,2,4,HI,48301.169,0.067,0.006
15,2,5,HI,57651.282,0.08,0.007
15,2,6,HI,52766.63,0.073,0.006
15,2,7,HI,55056.088,0.076,0.007
15,2,8,HI,72029,0.1,0.009
15,2,18,HI,15125.348,0.021,0.002
15,2,20,HI,19104.278,0.027,0.002
15,2,21,HI,50557.712,0.07,0.006
15,2,22,HI,29089.611,0.04,0.004
15,2,23,HI,60662.799,0.084,0.008
15,2,24,HI,64574.042,0.09,0.008
15,2,25,HI,44868.915,0.062,0.006
16,1,1,ID,48871.514,0.057,0.006
16,1,2,ID,51098.652,0.06,0.006
16,1,3,ID,51561.048,0.06,0.006
16,1,4,ID,51614.53,0.06,0.006
16,1,5,ID,48285.895,0.057,0.006
16,1,6,ID,44224.105,0.052,0.005
16,1,7,ID,42487.255,0.05,0.005
16,1,8,ID,34804,0.041,0.004
16,1,9,ID,45795.723,0.054,0.006
16,1,10,ID,50897.702,0.06,0.006
16,1,11,ID,48665.563,0.057,0.006
16,1,12,ID,51013.119,0.06,0.006
16,1,13,ID,52423.894,0.061,0.006
16,1,14,ID,50833.519,0.059,0.006
16,1,15,ID,9586.383,0.011,0.001
16,1,16,ID,3593.055,0.004,0
16,1,18,ID,8903.986,0.01,0.001
16,1,19,ID,1262.945,0.001,0
16,1,20,ID,48220.491,0.056,0.006
16,1,21,ID,49274.077,0.058,0.006
16,1,22,ID,49598.866,0.058,0.006
16,1,23,ID,11389,0.013,0.001
16,2,8,ID,11807.747,0.014,0.001
16,2,15,ID,38847.994,0.047,0.005
16,2,16,ID,46633.889,0.056,0.006
16,2,17,ID,49542.283,0.06,0.006
16,2,18,ID,40421.016,0.049,0.005
16,2,19,ID,47309.496,0.057,0.006
16,2,23,ID,32391.579,0.039,0.004
16,2,24,ID,50732.349,0.061,0.007
16,2,25,ID,49402.072,0.06,0.006
16,2,26,ID,43319,0.052,0.006
16,2,27,ID,44120,0.053,0.006
16,2,28,ID,47518.641,0.057,0.006
16,2,29,ID,44512.359,0.054,0.006
16,2,30,ID,50094.919,0.06,0.007
16,2,31,ID,45201,0.055,0.006
16,2,32,ID,46182.788,0.056,0.007
16,2,33,ID,49490.873,0.06,0.008
16,2,34,ID,47045.959,0.057,0.008
16,2,35,ID,44160.713,0.053,0.008
17,1,1,IL,3107.269,0.004,0
17,1,3,IL,47962.334,0.067,0.006
17,1,11,IL,2330.953,0.003,0
17,1,13,IL,68282.793,0.095,0.008
17,1,14,IL,175205.11,0.245,0.021
17,1,15,IL,38163.717,0.053,0.005
17,1,16,IL,117937.997,0.165,0.014
17,1,17,IL,63646.931,0.089,0.008
17,1,18,IL,72058.195,0.101,0.009
17,1,19,IL,92149.482,0.129,0.011
17,1,40,IL,31199.569,0.044,0.007
17,1,43,IL,3511.961,0.005,0.002
17,2,3,IL,1595.706,0.002,0
17,2,13,IL,97073.616,0.136,0.012
17,2,14,IL,34860.115,0.049,0.004
17,2,15,IL,180040.894,0.253,0.022
17,2,17,IL,153769.898,0.216,0.019
17,2,19,IL,69739.263,0.098,0.009
17,2,40,IL,174153.625,0.245,0.041
17,3,1,IL,93730.947,0.131,0.012
17,3,3,IL,15295.939,0.021,0.002
