stateFIPS,CongressionalDistrict,StateUpper,StateAbbreviation,Population2016,FracCDFromSLD,FracSLDFromCD
17,3,4,IL,6581.16,0.009,0.001
17,3,11,IL,132157.11,0.185,0.016
17,3,12,IL,60478.558,0.085,0.007
17,3,14,IL,7772.18,0.011,0.001
17,3,16,IL,87804.898,0.123,0.011
17,3,18,IL,145779.21,0.204,0.018
17,3,19,IL,39121.67,0.055,0.005
17,3,24,IL,4837.203,0.007,0.001
17,3,41,IL,66751.843,0.093,0.032
17,3,43,IL,48080.594,0.067,0.024
17,3,49,IL,7137.901,0.01,0.004
17,4,1,IL,91911.862,0.129,0.011
17,4,2,IL,147382.929,0.206,0.018
17,4,3,IL,1152.955,0.002,0
17,4,4,IL,24840.123,0.035,0.003
17,4,5,IL,614.041,0.001,0
17,4,6,IL,4129.002,0.006,0.001
17,4,8,IL,1479.509,0.002,0
17,4,10,IL,2294.892,0.003,0
17,4,11,IL,68998.006,0.097,0.008
17,4,12,IL,152356.363,0.213,0.019
17,4,20,IL,183672.468,0.257,0.023
17,4,39,IL,35191.677,0.049,0.008
17,5,2,IL,53804.24,0.075,0.007
17,5,4,IL,13532.949,0.019,0.002
17,5,5,IL,30859.331,0.043,0.004
17,5,6,IL,189216.871,0.265,0.023
17,5,7,IL,57556.603,0.081,0.007
17,5,8,IL,49634.169,0.069,0.006
17,5,10,IL,152918.316,0.214,0.019
17,5,20,IL,34164.936,0.048,0.004
17,5,23,IL,2268.373,0.003,0
17,5,24,IL,53059.69,0.074,0.007
17,5,28,IL,2467.184,0.003,0
17,5,39,IL,75273.137,0.105,0.017
17,6,21,IL,121204.903,0.168,0.015
17,6,22,IL,546.27,0.001,0
17,6,23,IL,45233.451,0.063,0.006
17,6,24,IL,126857.265,0.176,0.016
17,6,25,IL,40496.358,0.056,0.005
17,6,26,IL,134878.414,0.187,0.018
17,6,27,IL,70908.245,0.098,0.009
17,6,28,IL,1388.354,0.002,0
17,6,29,IL,30.051,0,0
17,6,32,IL,2657.798,0.004,0
17,6,33,IL,116220.469,0.161,0.018
17,6,41,IL,60434.974,0.084,0.029
17,7,1,IL,29087.326,0.041,0.004
17,7,2,IL,16650.235,0.023,0.002
17,7,3,IL,151830.471,0.213,0.019
17,7,4,IL,172883.172,0.242,0.021
17,7,5,IL,186364.033,0.261,0.023
17,7,6,IL,3308.611,0.005,0
17,7,11,IL,14351.337,0.02,0.002
17,7,12,IL,5002.483,0.007,0.001
17,7,13,IL,52480.996,0.074,0.006
17,7,16,IL,12094.51,0.017,0.001
17,7,39,IL,69969.653,0.098,0.016
17,8,22,IL,219869.329,0.305,0.028
17,8,23,IL,172837.839,0.24,0.022
17,8,24,IL,33191.425,0.046,0.004
17,8,25,IL,5272.942,0.007,0.001
17,8,26,IL,6608.205,0.009,0.001
17,8,27,IL,42749.494,0.059,0.006
17,8,28,IL,148913.01,0.207,0.019
17,8,29,IL,44958.239,0.062,0.006
17,8,33,IL,7534.028,0.01,0.001
17,8,39,IL,37950.143,0.053,0.009
17,9,6,IL,21182.922,0.03,0.003
17,9,7,IL,160280.801,0.224,0.02
17,9,8,IL,142428.528,0.199,0.017
17,9,9,IL,182108.817,0.255,0.022
17,9,10,IL,48487.224,0.068,0.006
17,9,27,IL,96725.025,0.135,0.013
17,9,28,IL,58917.912,0.083,0.008
17,9,29,IL,3935.674,0.006,0.001
17,10,8,IL,24296.201,0.034,0.003
17,10,9,IL,35728.588,0.05,0.004
17,10,10,IL,14136.973,0.02,0.002
17,10,26,IL,49746.635,0.07,0.006
17,10,27,IL,7455.643,0.01,0.001
17,10,28,IL,6404.861,0.009,0.001
17,10,29,IL,168673.253,0.237,0.022
17,10,30,IL,212144.157,0.298,0.028
17,10,31,IL,160936.001,0.226,0.022
17,10,32,IL,33252.372,0.047,0.005
17,11,19,IL,18307.791,0.025,0.002
17,11,21,IL,59862.204,0.082,0.007
17,11,24,IL,2375.812,0.003,0
17,11,25,IL,30212.161,0.041,0.004
17,11,38,IL,7504.349,0.01,0.002
17,11,40,IL,31.548,0,0
17,11,41,IL,92803.092,0.127,0.044
17,11,42,IL,204066.569,0.28,0.098
17,11,43,IL,163382.05,0.224,0.08
17,11,49,IL,150608.474,0.207,0.088
17,12,54,IL,18073.098,0.026,0.024
17,12,56,IL,119177.563,0.17,0.152
17,12,57,IL,211782.594,0.303,0.367
17,12,58,IL,210743.204,0.301,0.358
17,12,59,IL,139659.401,0.2,0.234
17,13,44,IL,52917.29,0.075,0.026
17,13,48,IL,210664.78,0.298,0.118
17,13,50,IL,91440.889,0.129,0.062
17,13,51,IL,98448.283,0.139,0.119
17,13,52,IL,137931.274,0.195,0.168
17,13,53,IL,25422.636,0.036,0.033
17,13,54,IL,4934.576,0.007,0.006
17,13,56,IL,84907.875,0.12,0.108
17,14,21,IL,39528.185,0.055,0.005
17,14,25,IL,149697.583,0.206,0.019
17,14,26,IL,26228.461,0.036,0.003
17,14,30,IL,5231.912,0.007,0.001
17,14,31,IL,56411.701,0.078,0.008
17,14,32,IL,180591.641,0.249,0.029
17,14,33,IL,97587.07,0.135,0.015
17,14,35,IL,46470.075,0.064,0.009
17,14,38,IL,28305.687,0.039,0.006
17,14,42,IL,20217.427,0.028,0.01
17,14,45,IL,9793.785,0.014,0.005
17,14,49,IL,65144.458,0.09,0.038
17,15,51,IL,106260.862,0.152,0.128
17,15,52,IL,82284.045,0.118,0.1
17,15,53,IL,19707.674,0.028,0.026
17,15,54,IL,190433.586,0.273,0.249
17,15,55,IL,211955.317,0.304,0.27
17,15,56,IL,10217.552,0.015,0.013
17,15,58,IL,3285.544,0.005,0.006
17,15,59,IL,73321,0.105,0.123
17,16,34,IL,118656.281,0.171,0.021
17,16,35,IL,165445.844,0.239,0.031
17,16,37,IL,27141.229,0.039,0.006
17,16,38,IL,181151.088,0.261,0.038
17,16,40,IL,10272.347,0.015,0.002
17,16,43,IL,6264.745,0.009,0.003
17,16,45,IL,113618.116,0.164,0.056
17,16,53,IL,70577.197,0.102,0.093
17,17,34,IL,91894.596,0.132,0.016
17,17,35,IL,3029.46,0.004,0.001
17,17,36,IL,212322.817,0.306,0.043
17,17,37,IL,86123.117,0.124,0.018
17,17,44,IL,646.149,0.001,0
17,17,45,IL,85657.457,0.123,0.042
17,17,46,IL,160087.272,0.231,0.079
17,17,47,IL,53883.685,0.078,0.028
17,18,37,IL,98936.373,0.141,0.02
17,18,44,IL,163352.848,0.232,0.079
17,18,46,IL,54712.222,0.078,0.027
17,18,47,IL,155950,0.221,0.082
17,18,50,IL,121854.461,0.173,0.082
17,18,51,IL,10409.829,0.015,0.013
17,18,53,IL,98916.906,0.14,0.13
18,1,1,IN,127552.88,0.179,0.016
18,1,2,IN,125686.897,0.176,0.016
18,1,3,IN,127741.927,0.179,0.016
18,1,4,IN,129529.292,0.182,0.016
18,1,5,IN,81904.699,0.115,0.01
18,1,6,IN,104864.296,0.147,0.013
18,1,8,IN,15648.468,0.022,0.002
18,2,5,IN,21693.024,0.03,0.003
18,2,8,IN,111689.364,0.154,0.014
18,2,9,IN,86841.937,0.12,0.011
18,2,10,IN,130381.604,0.18,0.016
18,2,11,IN,131264.275,0.181,0.016
18,2,12,IN,131823.763,0.182,0.016
18,2,17,IN,31762,0.044,0.004
18,2,18,IN,78970.205,0.109,0.01
18,3,9,IN,45881.907,0.062,0.006
18,3,13,IN,133071.358,0.18,0.016
18,3,14,IN,133906.594,0.181,0.016
18,3,15,IN,134635.504,0.182,0.016
18,3,16,IN,134752.584,0.182,0.016
18,3,17,IN,58989.181,0.08,0.007
18,3,18,IN,2438.46,0.003,0
18,3,19,IN,95655.45,0.129,0.012
18,4,5,IN,26031.962,0.035,0.003
18,4,6,IN,22574,0.03,0.003
18,4,7,IN,127937.912,0.17,0.016
18,4,18,IN,44649.896,0.059,0.006
18,4,21,IN,74284.476,0.099,0.009
18,4,22,IN,142401.523,0.19,0.018
18,4,23,IN,91356.412,0.122,0.012
18,4,24,IN,141842.396,0.189,0.018
18,4,35,IN,37120.248,0.049,0.007
18,4,37,IN,42308.267,0.056,0.009
18,5,7,IN,4097.886,0.005,0.001
18,5,17,IN,34684.26,0.045,0.004
18,5,19,IN,31838.114,0.042,0.004
18,5,20,IN,149336.62,0.195,0.019
18,5,21,IN,55198.458,0.072,0.007
18,5,23,IN,7408.156,0.01,0.001
18,5,25,IN,47591.685,0.062,0.006
18,5,26,IN,81704.315,0.107,0.011
18,5,29,IN,88445.735,0.115,0.012
18,5,30,IN,137305.348,0.179,0.018
18,5,31,IN,123734.531,0.161,0.017
18,5,33,IN,5453.211,0.007,0.001
18,6,25,IN,81696.546,0.114,0.011
18,6,26,IN,47320.31,0.066,0.006
18,6,27,IN,123914.433,0.172,0.016
18,6,28,IN,86614.41,0.121,0.011
18,6,41,IN,42151.086,0.059,0.02
18,6,42,IN,126503.394,0.176,0.06
18,6,43,IN,128851.603,0.179,0.063
18,6,44,IN,26537.217,0.037,0.013
18,6,45,IN,55111.765,0.077,0.027
18,7,28,IN,47939.079,0.064,0.006
18,7,29,IN,52823.423,0.07,0.007
18,7,30,IN,3990.408,0.005,0.001
18,7,31,IN,17984.969,0.024,0.002
18,7,32,IN,135373.826,0.18,0.022
18,7,33,IN,130749.953,0.174,0.021
18,7,34,IN,135968.74,0.181,0.024
18,7,35,IN,101190.716,0.135,0.019
18,7,36,IN,124574.718,0.166,0.025
18,8,23,IN,32445,0.045,0.004
18,8,37,IN,4647.103,0.006,0.001
18,8,38,IN,128086.884,0.178,0.027
18,8,39,IN,127180.919,0.176,0.029
18,8,47,IN,33539.441,0.047,0.018
18,8,48,IN,131031.037,0.182,0.073
18,8,49,IN,130155.67,0.181,0.076
18,8,50,IN,133970.871,0.186,0.09
18,9,36,IN,13039.715,0.017,0.003
18,9,37,IN,85799.006,0.115,0.018
18,9,40,IN,138120.704,0.184,0.032
18,9,41,IN,99616.369,0.133,0.047
18,9,43,IN,1803.062,0.002,0.001
18,9,44,IN,104605.008,0.14,0.051
18,9,45,IN,76586.818,0.102,0.038
18,9,46,IN,133407.642,0.178,0.066
18,9,47,IN,95730.075,0.128,0.05
19,1,26,IA,30149.241,0.039,0.004
19,1,28,IA,58820.051,0.076,0.008
19,1,29,IA,61477.611,0.08,0.008
19,1,30,IA,61497.375,0.08,0.008
19,1,31,IA,61967.795,0.08,0.009
19,1,32,IA,61258.002,0.079,0.01
19,1,33,IA,63584.32,0.082,0.01
19,1,34,IA,63931.672,0.083,0.011
19,1,35,IA,64014.575,0.083,0.012
19,1,36,IA,60692.79,0.079,0.012
19,1,38,IA,60543,0.078,0.013
19,1,48,IA,61685.164,0.08,0.034
19,1,50,IA,62904.405,0.081,0.042
19,2,14,IA,59926.78,0.077,0.007
19,2,15,IA,30066.245,0.039,0.004
19,2,37,IA,65630.276,0.084,0.014
19,2,39,IA,64232.878,0.082,0.015
19,2,40,IA,59894.386,0.077,0.014
19,2,41,IA,61287.693,0.079,0.029
19,2,42,IA,59438.332,0.076,0.028
19,2,43,IA,68284.17,0.088,0.033
19,2,44,IA,60130.002,0.077,0.029
19,2,45,IA,63836.383,0.082,0.031
19,2,46,IA,62712.266,0.08,0.031
19,2,47,IA,63905.279,0.082,0.034
19,2,49,IA,60210.311,0.077,0.035
19,3,8,IA,61091.794,0.074,0.007
19,3,10,IA,69926.932,0.085,0.009
19,3,11,IA,60024.606,0.073,0.007
19,3,12,IA,58822,0.071,0.007
19,3,13,IA,65049.884,0.079,0.008
19,3,15,IA,33614.881,0.041,0.004
19,3,16,IA,67329.933,0.082,0.008
19,3,17,IA,67287.002,0.082,0.008
19,3,18,IA,66921.539,0.081,0.008
19,3,19,IA,67019.51,0.081,0.008
19,3,20,IA,66879.709,0.081,0.008
19,3,21,IA,67457.99,0.082,0.008
19,3,22,IA,72065.22,0.088,0.009
19,4,1,IA,60441,0.08,0.008
19,4,2,IA,61288.323,0.081,0.008
19,4,3,IA,61221.508,0.081,0.008
19,4,4,IA,59017,0.078,0.007
19,4,5,IA,58964.139,0.078,0.007
19,4,6,IA,59991.219,0.079,0.007
19,4,7,IA,61723.532,0.081,0.008
19,4,9,IA,59275.418,0.078,0.007
19,4,23,IA,66111.674,0.087,0.008
19,4,24,IA,60257.344,0.079,0.008
19,4,25,IA,62123.741,0.082,0.008
19,4,26,IA,29627.541,0.039,0.004
19,4,27,IA,59078.562,0.078,0.008
20,1,1,KS,10884.29,0.015,0.001
20,1,17,KS,74081.565,0.105,0.009
20,1,18,KS,10390.332,0.015,0.001
20,1,20,KS,2027.339,0.003,0
20,1,22,KS,84347.42,0.119,0.011
20,1,24,KS,69170.263,0.098,0.009
20,1,33,KS,49007.596,0.069,0.008
20,1,34,KS,63220,0.089,0.011
20,1,35,KS,68774.2,0.097,0.013
20,1,36,KS,65037.901,0.092,0.013
20,1,38,KS,69318.221,0.098,0.014
20,1,39,KS,68729,0.097,0.016
20,1,40,KS,72544.888,0.103,0.017
20,2,1,KS,60018.202,0.084,0.007
20,2,2,KS,84936.349,0.119,0.01
20,2,3,KS,77106.798,0.108,0.01
20,2,5,KS,49577.345,0.069,0.006
20,2,12,KS,68730.298,0.096,0.008
20,2,13,KS,70735.037,0.099,0.009
20,2,14,KS,20889.677,0.029,0.003
20,2,15,KS,67431.324,0.094,0.008
20,2,18,KS,61020.617,0.085,0.008
20,2,19,KS,70826.705,0.099,0.009
20,2,20,KS,69062.186,0.097,0.009
20,2,36,KS,2343.062,0.003,0
20,2,37,KS,12855.025,0.018,0.003
20,3,4,KS,72860.354,0.096,0.009
20,3,5,KS,24527.063,0.032,0.003
20,3,6,KS,73489.336,0.097,0.009
20,3,7,KS,75800.055,0.1,0.009
20,3,8,KS,74944.073,0.099,0.009
20,3,9,KS,75408.043,0.099,0.009
20,3,10,KS,75316.473,0.099,0.009
20,3,11,KS,75033.216,0.099,0.009
20,3,21,KS,75656.139,0.1,0.009
20,3,23,KS,76435.866,0.101,0.01
20,3,37,KS,60477.021,0.08,0.013
20,4,14,KS,48116.937,0.066,0.006
20,4,16,KS,72686.895,0.1,0.009
20,4,25,KS,73682.529,0.102,0.01
20,4,26,KS,72914.071,0.101,0.01
20,4,27,KS,72198.009,0.1,0.009
20,4,28,KS,72564.772,0.1,0.009
20,4,29,KS,73442.129,0.101,0.01
20,4,30,KS,72548.335,0.1,0.01
20,4,31,KS,72362.969,0.1,0.01
20,4,32,KS,68527.207,0.095,0.011
20,4,33,KS,19543.719,0.027,0.003
20,4,34,KS,5688.147,0.008,0.001
21,1,1,KY,108758,0.151,0.014
21,1,2,KY,109436,0.152,0.014
21,1,3,KY,111239,0.155,0.014
21,1,4,KY,105474,0.147,0.013
21,1,6,KY,101310,0.141,0.012
21,1,8,KY,9475,0.013,0.001
21,1,9,KY,59320,0.082,0.007
21,1,14,KY,35020,0.049,0.004
21,1,16,KY,79314,0.11,0.01
21,1,22,KY,429.637,0.001,0
21,2,5,KY,119108,0.158,0.015
21,2,6,KY,12845,0.017,0.002
21,2,8,KY,108484,0.144,0.013
21,2,9,KY,55053,0.073,0.007
21,2,10,KY,107316,0.143,0.013
21,2,14,KY,51300.084,0.068,0.006
21,2,15,KY,30022.925,0.04,0.004
21,2,22,KY,63896.176,0.085,0.008
21,2,32,KY,125532,0.167,0.02
21,2,38,KY,79151,0.105,0.017
21,3,10,KY,13923.265,0.019,0.002
21,3,14,KY,20441.856,0.027,0.002
21,3,19,KY,122973.346,0.165,0.015
21,3,20,KY,27077.145,0.036,0.003
21,3,26,KY,52783.858,0.071,0.007
21,3,33,KY,114520.452,0.153,0.018
21,3,35,KY,119113.002,0.159,0.022
21,3,36,KY,107914.078,0.144,0.022
21,3,37,KY,121833.212,0.163,0.025
21,3,38,KY,46260.103,0.062,0.01
21,4,7,KY,19251,0.026,0.002
21,4,11,KY,128536,0.172,0.016
21,4,14,KY,13550.155,0.018,0.002
21,4,17,KY,70495.614,0.094,0.009
21,4,18,KY,74797.32,0.1,0.009
21,4,20,KY,88170.617,0.118,0.011
21,4,23,KY,119372.386,0.16,0.015
21,4,24,KY,115171,0.154,0.015
21,4,26,KY,65560,0.088,0.009
21,4,27,KY,42293.912,0.057,0.006
21,4,36,KY,10848.828,0.015,0.002
21,5,15,KY,88323.075,0.126,0.011
21,5,16,KY,37964,0.054,0.005
21,5,18,KY,36273.68,0.052,0.004
21,5,21,KY,73618,0.105,0.009
21,5,25,KY,99620,0.142,0.013
21,5,27,KY,24451,0.035,0.003
21,5,29,KY,102595,0.146,0.013
21,5,30,KY,113944,0.162,0.015
21,5,31,KY,109306,0.155,0.015
21,5,34,KY,16850,0.024,0.003
21,6,7,KY,98842,0.129,0.012
21,6,12,KY,118763.693,0.155,0.015
21,6,13,KY,124222.917,0.162,0.015
21,6,17,KY,53972,0.07,0.007
21,6,21,KY,45350,0.059,0.006
21,6,22,KY,51421.275,0.067,0.007
21,6,25,KY,7159,0.009,0.001
21,6,27,KY,50760.088,0.066,0.007
21,6,28,KY,115497.306,0.151,0.015
21,6,34,KY,100669.994,0.131,0.018
22,1,1,LA,131330.289,0.164,0.016
22,1,3,LA,26987.446,0.034,0.003
22,1,4,LA,24547.786,0.031,0.003
22,1,5,LA,11117.611,0.014,0.001
22,1,6,LA,42430.532,0.053,0.005
22,1,7,LA,13142.365,0.016,0.002
22,1,8,LA,21930.655,0.027,0.003
22,1,9,LA,117977.805,0.147,0.014
22,1,10,LA,115018.308,0.144,0.014
22,1,11,LA,129006.24,0.161,0.016
22,1,12,LA,40077.542,0.05,0.005
22,1,13,LA,9937.876,0.012,0.001
22,1,19,LA,7576.133,0.009,0.001
22,1,20,LA,100851.342,0.126,0.013
22,1,21,LA,9085.131,0.011,0.001
22,2,1,LA,1175.069,0.001,0
22,2,2,LA,88591.593,0.11,0.011
22,2,3,LA,98274.555,0.123,0.012
22,2,4,LA,101547.834,0.127,0.013
22,2,5,LA,114523.392,0.143,0.014
22,2,7,LA,105485.564,0.132,0.013
22,2,8,LA,99162.066,0.124,0.012
22,2,9,LA,2784.854,0.003,0
22,2,10,LA,4937.92,0.006,0.001
22,2,14,LA,59017.443,0.074,0.007
22,2,15,LA,44760.472,0.056,0.005
22,2,17,LA,13110.022,0.016,0.002
22,2,18,LA,5949.974,0.007,0.001
22,2,19,LA,62449.874,0.078,0.008
22,3,17,LA,1494.097,0.002,0
22,3,21,LA,60385.735,0.077,0.007
22,3,22,LA,117429.322,0.149,0.015
22,3,23,LA,131710.064,0.168,0.017
22,3,24,LA,72889.51,0.093,0.009
22,3,25,LA,122553.407,0.156,0.016
22,3,26,LA,123087.45,0.157,0.016
22,3,27,LA,122962.394,0.157,0.016
22,3,28,LA,6101.937,0.008,0.001
22,3,30,LA,26916.007,0.034,0.004
22,4,24,LA,20987.852,0.028,0.003
22,4,26,LA,3837.83,0.005,0.001
22,4,28,LA,75711.072,0.1,0.01
22,4,29,LA,17401.343,0.023,0.002
22,4,30,LA,87496,0.116,0.012
22,4,31,LA,60523.188,0.08,0.008
22,4,33,LA,35002.317,0.046,0.006
22,4,36,LA,113525.054,0.151,0.023
22,4,37,LA,114098.833,0.151,0.024
22,4,38,LA,110255.819,0.146,0.023
22,4,39,LA,115133.445,0.153,0.026
22,5,6,LA,9187.705,0.012,0.001
22,5,11,LA,2918.651,0.004,0
22,5,12,LA,86412.303,0.115,0.011
22,5,17,LA,15665.111,0.021,0.002
22,5,22,LA,6359.833,0.008,0.001
22,5,24,LA,33366.489,0.044,0.004
22,5,28,LA,36888.32,0.049,0.005
22,5,29,LA,100695.665,0.133,0.013
22,5,31,LA,49133.735,0.065,0.007
22,5,32,LA,110728.797,0.147,0.018
22,5,33,LA,76577.349,0.101,0.012
22,5,34,LA,112914.139,0.15,0.02
22,5,35,LA,113835.305,0.151,0.021
22,6,2,LA,24798.082,0.032,0.003
22,6,6,LA,73161.21,0.093,0.009
22,6,13,LA,119653.952,0.152,0.014
22,6,14,LA,58573.627,0.075,0.007
22,6,15,LA,77093.065,0.098,0.009
22,6,16,LA,119948.274,0.153,0.015
22,6,17,LA,79499.164,0.101,0.01
22,6,18,LA,123271.691,0.157,0.015
22,6,19,LA,40673.137,0.052,0.005
22,6,20,LA,17211.669,0.022,0.002
22,6,21,LA,50808.351,0.065,0.006
23,1,12,ME,38216.693,0.056,0.005
23,1,13,ME,36624.652,0.054,0.004
23,1,14,ME,21709.152,0.032,0.003
23,1,15,ME,27443.905,0.04,0.003
23,1,16,ME,23211.44,0.034,0.003
23,1,19,ME,14029.008,0.021,0.002
23,1,20,ME,5745.973,0.008,0.001
23,1,23,ME,36933.306,0.054,0.005
23,1,24,ME,39332.233,0.058,0.005
23,1,25,ME,40739.177,0.06,0.005
23,1,26,ME,37929.436,0.056,0.005
23,1,27,ME,41267.948,0.061,0.005
23,1,28,ME,41129.016,0.061,0.005
23,1,29,ME,37793.614,0.056,0.005
23,1,30,ME,41198.084,0.061,0.005
23,1,31,ME,37150.943,0.055,0.005
23,1,32,ME,39108.363,0.058,0.006
23,1,33,ME,39901.8,0.059,0.006
23,1,34,ME,39434.77,0.058,0.007
23,1,35,ME,39623.635,0.058,0.007
23,2,1,ME,34736.911,0.053,0.004
23,2,2,ME,37458.017,0.057,0.005
23,2,3,ME,35984.653,0.055,0.004
23,2,4,ME,35373.715,0.054,0.004
23,2,5,ME,37886.654,0.058,0.005
23,2,6,ME,34957.064,0.054,0.004
23,2,7,ME,38843.714,0.059,0.005
23,2,8,ME,38773.801,0.059,0.005
23,2,9,ME,37926.104,0.058,0.005
23,2,10,ME,35882.602,0.055,0.004
23,2,11,ME,39364,0.06,0.005
23,2,14,ME,14953.79,0.023,0.002
23,2,15,ME,10312.686,0.016,0.001
23,2,16,ME,14760.163,0.023,0.002
23,2,17,ME,36455.312,0.056,0.004
23,2,18,ME,37361.644,0.057,0.005
23,2,19,ME,25118.573,0.038,0.003
23,2,20,ME,33947.847,0.052,0.004
23,2,21,ME,36461.875,0.056,0.005
23,2,22,ME,36396.728,0.056,0.005
24,1,5,MD,65162.886,0.089,0.008
24,1,7,MD,75658.145,0.103,0.009
24,1,8,MD,21430.408,0.029,0.003
24,1,34,MD,38696.657,0.053,0.007
24,1,35,MD,130247.67,0.178,0.024
24,1,36,MD,129154.47,0.176,0.026
24,1,37,MD,127715.408,0.174,0.026
24,1,38,MD,130596.552,0.178,0.027
24,1,42,MD,14229.13,0.019,0.007
24,2,6,MD,126686.124,0.169,0.016
24,2,7,MD,45575.16,0.061,0.006
24,2,8,MD,62647.813,0.084,0.008
24,2,10,MD,81684.332,0.109,0.01
24,2,11,MD,46816.563,0.063,0.006
24,2,12,MD,12365.197,0.017,0.002
24,2,13,MD,37865.521,0.051,0.005
24,2,31,MD,24135.276,0.032,0.003
24,2,32,MD,63474.549,0.085,0.01
24,2,34,MD,85082.403,0.114,0.015
24,2,42,MD,78419.189,0.105,0.037
24,2,45,MD,45060.374,0.06,0.022
24,2,46,MD,37696.81,0.05,0.019
24,3,8,MD,44220.346,0.059,0.005
24,3,9,MD,2359.205,0.003,0
24,3,11,MD,61678.489,0.082,0.008
24,3,12,MD,32332.817,0.043,0.004
24,3,13,MD,88519.372,0.118,0.011
24,3,14,MD,87288.906,0.116,0.011
24,3,19,MD,4204.339,0.006,0.001
24,3,20,MD,26653.618,0.035,0.003
24,3,21,MD,17951.351,0.024,0.002
24,3,30,MD,66308.584,0.088,0.009
24,3,31,MD,55403.735,0.074,0.008
24,3,32,MD,69494.626,0.092,0.011
24,3,33,MD,21390.036,0.028,0.003
24,3,40,MD,20514.833,0.027,0.005
24,3,41,MD,39180.609,0.052,0.019
24,3,42,MD,11678.333,0.016,0.006
24,3,43,MD,26142.183,0.035,0.013
24,3,45,MD,19337.891,0.026,0.01
24,3,46,MD,58360.123,0.078,0.029
24,4,21,MD,70502.491,0.093,0.009
24,4,22,MD,46627.667,0.061,0.006
24,4,23,MD,29819.58,0.039,0.004
24,4,24,MD,113587.631,0.15,0.015
24,4,25,MD,106203.725,0.14,0.014
24,4,26,MD,81263.981,0.107,0.011
24,4,30,MD,18995.748,0.025,0.003
24,4,31,MD,54998.873,0.073,0.008
24,4,32,MD,6832.972,0.009,0.001
24,4,33,MD,98922.707,0.13,0.016
24,4,47,MD,130522.973,0.172,0.069
24,5,21,MD,46315.316,0.061,0.006
24,5,22,MD,86593.939,0.114,0.011
24,5,23,MD,93694.94,0.123,0.012
24,5,24,MD,9839.599,0.013,0.001
24,5,25,MD,16799.674,0.022,0.002
24,5,26,MD,41807.778,0.055,0.005
24,5,27,MD,133086.294,0.175,0.017
24,5,28,MD,137794.812,0.181,0.018
24,5,29,MD,135113.617,0.177,0.018
24,5,30,MD,45126.792,0.059,0.006
24,5,33,MD,15328.733,0.02,0.002
24,6,1,MD,120018.601,0.158,0.015
24,6,2,MD,131828.399,0.173,0.016
24,6,3,MD,103383.843,0.136,0.013
24,6,4,MD,20909.735,0.027,0.003
24,6,14,MD,13034.095,0.017,0.002
24,6,15,MD,119562.631,0.157,0.014
24,6,16,MD,9118.71,0.012,0.001
24,6,17,MD,70913.038,0.093,0.009
24,6,19,MD,45369.048,0.06,0.006
24,6,39,MD,127351.507,0.167,0.029
24,7,7,MD,10727.591,0.015,0.001
24,7,9,MD,110293.677,0.15,0.014
24,7,10,MD,38880.293,0.053,0.005
24,7,11,MD,12318.355,0.017,0.002
24,7,12,MD,83454.129,0.113,0.01
24,7,13,MD,8484.299,0.012,0.001
24,7,40,MD,93792.135,0.128,0.022
24,7,41,MD,75749.97,0.103,0.036
24,7,42,MD,22772.389,0.031,0.011
24,7,43,MD,88713.167,0.121,0.043
24,7,44,MD,119441.947,0.162,0.058
24,7,45,MD,49811.698,0.068,0.025
24,7,46,MD,21160.222,0.029,0.01
24,8,3,MD,21598.24,0.028,0.003
24,8,4,MD,114255.276,0.149,0.014
24,8,5,MD,63371.308,0.083,0.008
24,8,9,MD,26565.713,0.035,0.003
24,8,14,MD,34808.789,0.045,0.004
24,8,15,MD,9297.024,0.012,0.001
24,8,16,MD,120904.282,0.158,0.015
24,8,17,MD,65857.949,0.086,0.008
24,8,18,MD,128715.715,0.168,0.016
24,8,19,MD,80988.843,0.106,0.01
24,8,20,MD,99794.505,0.13,0.012
25,1,3,MA,158907.233,0.217,0.02
25,1,4,MA,151629.897,0.207,0.019
25,1,5,MA,159606.37,0.218,0.019
25,1,6,MA,22376.347,0.031,0.003
25,1,7,MA,147169.14,0.201,0.018
25,1,8,MA,62392.719,0.085,0.008
25,1,12,MA,28849.502,0.039,0.004
25,2,6,MA,135134.224,0.182,0.017
25,2,7,MA,14995.209,0.02,0.002
25,2,8,MA,85976.211,0.116,0.011
25,2,9,MA,49846.446,0.067,0.006
25,2,10,MA,166762.415,0.224,0.021
25,2,11,MA,175596.157,0.236,0.022
25,2,12,MA,93315.654,0.125,0.011
25,2,14,MA,22545.697,0.03,0.003
25,3,8,MA,17464.101,0.023,0.002
25,3,9,MA,112684.84,0.148,0.014
25,3,10,MA,6916.532,0.009,0.001
25,3,13,MA,174605.063,0.229,0.021
25,3,14,MA,138626.023,0.182,0.017
25,3,16,MA,62371.039,0.082,0.008
25,3,18,MA,137481.166,0.18,0.017
25,3,19,MA,113348.55,0.148,0.014
25,4,12,MA,47937.367,0.064,0.006
25,4,15,MA,41467.736,0.055,0.005
25,4,17,MA,134037.136,0.179,0.016
25,4,29,MA,169055.319,0.225,0.022
25,4,30,MA,20964.794,0.028,0.003
25,4,31,MA,135667.093,0.181,0.019
25,4,32,MA,23022.481,0.031,0.004
25,4,35,MA,7816.546,0.01,0.001
25,4,36,MA,78501.504,0.105,0.016
25,4,37,MA,92290.047,0.123,0.019
25,5,14,MA,17434.366,0.023,0.002
25,5,15,MA,125047.745,0.162,0.015
