StateFIPS,CongressionalDistrict,StateUpper,StateLower,StateAbbreviation,Population2016,CDInSLD,SLDInCD
13,9,50,10,GA,35129.726,0.047,1
13,9,50,27,GA,3917.769,0.005,1
13,9,50,28,GA,53264.274,0.072,1
13,9,50,30,GA,2496.21,0.003,1
13,9,50,31,GA,31502.55,0.043,1
13,9,50,32,GA,22320,0.03,1
13,9,51,7,GA,56835.899,0.077,1
13,9,51,8,GA,29101.923,0.039,1
13,9,51,9,GA,52846.101,0.071,1
13,9,51,10,GA,20489.295,0.028,1
13,9,51,11,GA,18896.661,0.026,1
13,9,51,26,GA,3506.96,0.005,1
13,9,51,27,GA,2220.782,0.003,1
13,9,54,11,GA,1125.125,0.002,0.031
13,10,9,104,GA,24866.994,0.034,0.266
13,10,9,105,GA,14918.394,0.02,0.09
13,10,17,109,GA,19938.479,0.027,0.504
13,10,17,110,GA,28014.479,0.038,0.62
13,10,17,111,GA,7335.281,0.01,0.19
13,10,17,112,GA,17403.207,0.024,0.568
13,10,23,121,GA,19399.583,0.027,0.438
13,10,23,127,GA,12673.573,0.017,0.934
13,10,23,128,GA,21903.333,0.03,0.471
13,10,23,150,GA,3823.905,0.005,0.081
13,10,24,33,GA,11816.585,0.016,0.346
13,10,24,120,GA,23728.214,0.033,1
13,10,24,121,GA,7511.983,0.01,0.307
13,10,24,122,GA,6867.759,0.009,0.107
13,10,25,110,GA,10104.731,0.014,1
13,10,25,112,GA,18170,0.025,1
13,10,25,115,GA,14131.353,0.019,1
13,10,25,120,GA,30620.216,0.042,0.92
13,10,25,129,GA,27366.269,0.038,0.74
13,10,25,145,GA,53022.111,0.073,1
13,10,26,128,GA,29078.674,0.04,1
13,10,45,103,GA,7717.149,0.011,0.235
13,10,45,104,GA,22464.326,0.031,0.65
13,10,46,114,GA,32522.783,0.045,1
13,10,46,115,GA,43529.864,0.06,1
13,10,46,117,GA,45793.776,0.063,1
13,10,46,118,GA,28617.197,0.039,0.468
13,10,46,119,GA,38054.299,0.052,1
13,10,47,114,GA,11523.258,0.016,0.353
13,10,47,116,GA,59912.271,0.082,0.678
13,10,47,117,GA,5690.471,0.008,0.078
13,10,47,118,GA,10574.783,0.015,0.102
13,10,47,119,GA,20150.533,0.028,0.138
13,11,6,40,GA,34099.477,0.045,0.212
13,11,6,42,GA,37431.529,0.049,0.205
13,11,6,43,GA,5866.005,0.008,0.13
13,11,6,52,GA,19934.677,0.026,0.544
13,11,6,53,GA,10524.426,0.014,0.665
13,11,6,54,GA,12308.965,0.016,0.452
13,11,6,80,GA,1846.4,0.002,0.125
13,11,14,14,GA,33967.339,0.045,0.041
13,11,14,15,GA,29840.224,0.039,0.685
13,11,14,20,GA,21305.336,0.028,0.703
13,11,14,21,GA,25411.927,0.034,0.382
13,11,14,23,GA,55903.534,0.074,0.804
13,11,14,35,GA,6540.134,0.009,0.431
13,11,14,44,GA,10590.342,0.014,0.164
13,11,21,20,GA,39221.213,0.052,1
13,11,21,21,GA,35521.673,0.047,0.041
13,11,21,22,GA,40054.484,0.053,0.637
13,11,21,23,GA,4818.084,0.006,0.241
13,11,21,46,GA,12433.657,0.016,0.94
13,11,32,42,GA,2867.221,0.004,0.215
13,11,32,43,GA,3690.31,0.005,0.107
13,11,32,52,GA,3144.772,0.004,0.039
13,11,33,34,GA,6431.403,0.008,0.2
13,11,33,37,GA,27242.403,0.036,0.729
13,11,33,41,GA,26280.139,0.035,0.38
13,11,33,42,GA,7546.977,0.01,0.23
13,11,33,43,GA,5178.829,0.007,0.111
13,11,37,34,GA,52459.159,0.069,0.899
13,11,37,35,GA,51515.379,0.068,0.674
13,11,37,36,GA,58923.181,0.078,0.796
13,11,37,37,GA,16697.728,0.022,0.034
13,11,37,41,GA,1378.702,0.002,0.025
13,11,37,44,GA,6946.786,0.009,0.054
13,11,38,40,GA,1027.502,0.001,0.055
13,11,38,53,GA,918.772,0.001,0.02
13,11,52,14,GA,6409.362,0.008,0.305
13,11,52,15,GA,25581.481,0.034,1
13,11,52,16,GA,8008.593,0.011,1
13,11,56,46,GA,7019.091,0.009,1
13,12,4,157,GA,23132.426,0.032,1
13,12,4,158,GA,39561.178,0.055,1
13,12,4,159,GA,39687.093,0.055,0.93
13,12,4,160,GA,46361.118,0.064,1
13,12,7,155,GA,5675.561,0.008,0.175
13,12,7,169,GA,37336.439,0.052,0.767
13,12,19,149,GA,13818.022,0.019,0.464
13,12,19,150,GA,6637,0.009,1
13,12,19,156,GA,53657.952,0.075,0.737
13,12,19,157,GA,12629.574,0.018,0.156
13,12,19,169,GA,6011.817,0.008,1
13,12,19,178,GA,4051.209,0.006,0.248
13,12,20,144,GA,3151.121,0.004,0.144
13,12,20,149,GA,1942.472,0.003,1
13,12,20,150,GA,42422.407,0.059,1
13,12,22,123,GA,13798.133,0.019,0.36
13,12,22,124,GA,49783.077,0.069,1
13,12,22,125,GA,42632.139,0.059,1
13,12,22,126,GA,25960.358,0.036,0.713
13,12,22,127,GA,40411.045,0.056,0.63
13,12,23,121,GA,16815.193,0.023,0.38
13,12,23,123,GA,27921.581,0.039,1
13,12,23,124,GA,3766.509,0.005,0.132
13,12,23,125,GA,11815.336,0.016,1
13,12,23,126,GA,27190.517,0.038,0.653
13,12,23,158,GA,15522.909,0.022,1
13,12,23,159,GA,14044,0.02,1
13,12,24,121,GA,16980.409,0.024,0.693
13,12,24,122,GA,57066.108,0.079,0.893
13,12,24,123,GA,18794.22,0.026,1
13,12,24,124,GA,631.438,0.001,1
13,13,6,40,GA,5839.91,0.008,0.036
13,13,6,41,GA,5762.711,0.008,0.046
13,13,6,42,GA,5558.298,0.007,0.03
13,13,10,73,GA,1306.104,0.002,0.011
13,13,10,76,GA,19684.001,0.026,1
13,13,10,78,GA,15449.222,0.021,0.255
13,13,10,90,GA,20519.211,0.027,0.097
13,13,10,109,GA,18939.054,0.025,1
13,13,10,111,GA,20535.524,0.027,1
13,13,16,64,GA,1040.149,0.001,0.006
13,13,17,73,GA,9744.124,0.013,0.566
13,13,28,65,GA,2631.204,0.004,1
13,13,30,67,GA,31912.667,0.042,0.396
13,13,30,68,GA,5983.155,0.008,0.028
13,13,33,38,GA,53132.2,0.071,0.907
13,13,33,39,GA,14223.024,0.019,1
13,13,33,41,GA,19781.323,0.026,0.286
13,13,33,61,GA,5967.125,0.008,1
13,13,34,63,GA,10679.078,0.014,0.509
13,13,34,64,GA,6781.398,0.009,0.402
13,13,34,74,GA,18605.018,0.025,0.238
13,13,34,75,GA,22084.504,0.029,1
13,13,34,77,GA,57852.116,0.077,0.265
13,13,35,61,GA,26042.3,0.035,0.968
13,13,35,62,GA,43227.878,0.058,0.107
13,13,35,64,GA,15213.628,0.02,0.034
13,13,35,65,GA,56302.034,0.075,0.996
13,13,35,66,GA,45076.682,0.06,0.192
13,13,35,67,GA,2753.111,0.004,0.064
13,13,36,63,GA,848.166,0.001,0.076
13,13,36,64,GA,16.674,0,0
13,13,38,38,GA,5496.322,0.007,0.013
13,13,38,39,GA,44700.157,0.06,0.916
13,13,38,40,GA,17804.604,0.024,0.945
13,13,38,41,GA,5672.465,0.008,1
13,13,38,53,GA,2664.982,0.004,0.057
13,13,39,62,GA,2727.915,0.004,0.036
13,13,39,63,GA,23451.841,0.031,0.396
13,13,39,64,GA,14395.475,0.019,0.507
13,13,39,65,GA,1142.745,0.002,1
13,13,44,63,GA,7298.303,0.01,1
13,13,44,75,GA,29197.522,0.039,0.811
13,13,44,78,GA,33184.389,0.044,0.782
13,14,30,17,GA,4551.337,0.006,1
13,14,30,66,GA,13320.079,0.019,0.559
13,14,30,67,GA,24040.958,0.034,0.299
13,14,31,16,GA,46543.005,0.066,0.889
13,14,31,17,GA,54610.573,0.077,1
13,14,31,18,GA,24274.995,0.034,1
13,14,31,19,GA,59302.052,0.084,0.934
13,14,52,5,GA,36490.698,0.051,1
13,14,52,12,GA,30467.914,0.043,1
13,14,52,13,GA,53567.807,0.075,1
13,14,52,14,GA,14618.789,0.021,0.695
13,14,53,1,GA,52773.467,0.074,1
13,14,53,2,GA,42361.755,0.06,1
13,14,53,3,GA,55415.778,0.078,1
13,14,53,12,GA,22729.49,0.032,1
13,14,54,2,GA,11781.158,0.017,1
13,14,54,4,GA,55169.706,0.078,1
13,14,54,5,GA,18526.125,0.026,1
13,14,54,6,GA,54549.498,0.077,1
13,14,54,11,GA,35101.028,0.049,0.969
15,1,9,17,HI,14851.478,0.021,0.056
15,1,9,18,HI,25926.044,0.037,0.03
15,1,9,19,HI,16123.985,0.023,0.083
15,1,10,19,HI,9561.511,0.013,0.037
15,1,10,20,HI,26455.041,0.037,0.034
15,1,10,21,HI,21247.339,0.03,0.348
15,1,10,23,HI,590.435,0.001,0.013
15,1,11,23,HI,25264.798,0.036,0.148
15,1,11,24,HI,21267.124,0.03,0.076
15,1,11,25,HI,11350.519,0.016,0.077
15,1,11,26,HI,1382.889,0.002,0.004
15,1,12,21,HI,5207.702,0.007,0.009
15,1,12,22,HI,27441.182,0.039,0.18
15,1,12,23,HI,1223.565,0.002,0.003
15,1,12,24,HI,5161.883,0.007,0.023
15,1,12,26,HI,20757.913,0.029,0.891
15,1,13,25,HI,14479.722,0.02,0.052
15,1,13,26,HI,4027.872,0.006,0.013
15,1,13,27,HI,21195.273,0.03,0.116
15,1,13,29,HI,17143.45,0.024,0.558
15,1,14,27,HI,4331.941,0.006,0.01
15,1,14,28,HI,25646.967,0.036,0.097
15,1,14,29,HI,2093.077,0.003,0.013
15,1,14,30,HI,6693.682,0.009,0.149
15,1,14,31,HI,6144.9,0.009,0.017
15,1,14,32,HI,3459.305,0.005,0.006
15,1,14,33,HI,6617.665,0.009,0.034
15,1,15,29,HI,6425.019,0.009,0.021
15,1,15,30,HI,21119.255,0.03,0.064
15,1,15,31,HI,18784.589,0.027,0.425
15,1,15,32,HI,23249.821,0.033,0.64
15,1,16,30,HI,5027.551,0.007,0.21
15,1,16,31,HI,7927.661,0.011,0.033
15,1,16,33,HI,19975.873,0.028,0.127
15,1,16,34,HI,20982.841,0.03,0.036
15,1,16,35,HI,6883.205,0.01,0.167
15,1,17,34,HI,7147.703,0.01,0.027
15,1,17,35,HI,19646.812,0.028,0.055
15,1,17,38,HI,24582.726,0.035,0.179
15,1,17,39,HI,1858.778,0.003,0.02
15,1,18,35,HI,1323.533,0.002,0.005
15,1,18,36,HI,7266.415,0.01,0.027
15,1,18,37,HI,28943.824,0.041,0.536
15,1,18,45,HI,7027.95,0.01,0.047
15,1,19,40,HI,28332.562,0.04,0.386
15,1,19,41,HI,28587.689,0.04,0.296
15,1,20,35,HI,4129.923,0.006,0.039
15,1,20,38,HI,3262.493,0.005,0.015
15,1,20,39,HI,6683.269,0.009,0.02
15,1,20,40,HI,1850.447,0.003,0.005
15,1,20,41,HI,1510.973,0.002,0.006
15,1,20,42,HI,15813.669,0.022,0.484
15,1,20,43,HI,2633.529,0.004,0.018
15,1,21,43,HI,3246.873,0.005,0.017
15,1,22,36,HI,22002.305,0.031,1
15,1,22,45,HI,3870.631,0.005,0.076
15,1,22,46,HI,1636.974,0.002,0.012
15,1,25,17,HI,11240.138,0.016,0.3
15,2,1,1,HI,14027.036,0.019,0.006
15,2,1,2,HI,28356.444,0.039,0.035
15,2,1,3,HI,6632.873,0.009,0.019
15,2,2,3,HI,21279.664,0.03,0.035
15,2,2,4,HI,29029.81,0.04,0.033
15,2,3,5,HI,28148.429,0.039,0.071
15,2,3,6,HI,22673.575,0.031,0.051
15,2,4,1,HI,14669.308,0.02,0.138
15,2,4,6,HI,5553.128,0.008,0.019
15,2,4,7,HI,28078.734,0.039,0.043
15,2,5,8,HI,28763.154,0.04,0.202
15,2,5,9,HI,28888.128,0.04,0.078
15,2,6,10,HI,26260.478,0.036,0.698
15,2,6,11,HI,26506.152,0.037,0.088
15,2,7,12,HI,27294.447,0.038,0.835
15,2,7,13,HI,27761.641,0.039,0.082
15,2,8,14,HI,24488.851,0.034,0.158
15,2,8,15,HI,23570.922,0.033,0.093
15,2,8,16,HI,23969.228,0.033,0.062
15,2,18,39,HI,15125.348,0.021,0.03
15,2,20,39,HI,5609.656,0.008,0.017
15,2,20,42,HI,13494.622,0.019,0.413
15,2,21,43,HI,22777.056,0.032,0.117
15,2,21,44,HI,27780.656,0.039,0.124
15,2,22,45,HI,824.735,0.001,0.016
15,2,22,46,HI,28264.876,0.039,0.206
15,2,23,45,HI,22405.3,0.031,0.066
15,2,23,47,HI,28722.021,0.04,0.243
15,2,23,48,HI,9535.478,0.013,0.19
15,2,24,48,HI,18942.871,0.026,0.066
15,2,24,49,HI,26200.956,0.036,0.519
15,2,24,50,HI,15911.554,0.022,0.254
15,2,24,51,HI,3518.661,0.005,0.007
15,2,25,49,HI,2132.648,0.003,0.009
15,2,25,50,HI,19227.155,0.027,0.073
15,2,25,51,HI,23509.112,0.033,0.499
16,1,1,1,ID,48871.514,0.057,0.022
16,1,2,2,ID,51098.652,0.06,0.036
16,1,3,3,ID,51561.048,0.06,0.056
16,1,4,4,ID,51614.53,0.06,0.056
16,1,5,5,ID,48285.895,0.057,0.059
16,1,6,6,ID,44224.105,0.052,0.055
16,1,7,7,ID,42487.255,0.05,0.054
16,1,8,8,ID,34804,0.041,0.039
16,1,9,9,ID,45795.723,0.054,0.06
16,1,10,10,ID,50897.702,0.06,0.062
16,1,11,11,ID,48665.563,0.057,0.059
16,1,12,12,ID,51013.119,0.06,0.06
16,1,13,13,ID,52423.894,0.061,0.06
16,1,14,14,ID,50833.519,0.059,0.061
16,1,15,15,ID,9586.383,0.011,0.012
16,1,16,16,ID,3593.055,0.004,0.004
16,1,18,18,ID,8903.986,0.01,0.011
16,1,19,19,ID,1262.945,0.001,0.002
16,1,20,20,ID,48220.491,0.056,0.057
16,1,21,21,ID,49274.077,0.058,0.056
16,1,22,22,ID,49598.866,0.058,0.054
16,1,23,23,ID,11389,0.013,0.015
16,2,8,8,ID,11807.747,0.014,0.013
16,2,15,15,ID,38847.994,0.047,0.048
16,2,16,16,ID,46633.889,0.056,0.056
16,2,17,17,ID,49542.283,0.06,0.052
16,2,18,18,ID,40421.016,0.049,0.048
16,2,19,19,ID,47309.496,0.057,0.058
16,2,23,23,ID,32391.579,0.039,0.043
16,2,24,24,ID,50732.349,0.061,0.063
16,2,25,25,ID,49402.072,0.06,0.058
16,2,26,26,ID,43319,0.052,0.049
16,2,27,27,ID,44120,0.053,0.065
16,2,28,28,ID,47518.641,0.057,0.05
16,2,29,29,ID,44512.359,0.054,0.064
16,2,30,30,ID,50094.919,0.06,0.067
16,2,31,31,ID,45201,0.055,0.096
16,2,32,32,ID,46182.788,0.056,0.073
16,2,33,33,ID,49490.873,0.06,0.08
16,2,34,34,ID,47045.959,0.057,0.102
16,2,35,35,ID,44160.713,0.053,0.095
17,1,1,1,IL,3107.269,0.004,0.001
17,1,3,5,IL,34428.383,0.048,0.087
17,1,3,6,IL,13533.951,0.019,0.031
17,1,11,22,IL,2330.953,0.003,0.01
17,1,13,25,IL,33008.976,0.046,0.117
17,1,13,26,IL,35273.817,0.049,0.112
17,1,14,27,IL,101417.983,0.142,0.238
17,1,14,28,IL,73787.127,0.103,0.278
17,1,15,30,IL,38163.717,0.053,0.116
17,1,16,31,IL,62657.253,0.088,0.258
17,1,16,32,IL,55280.744,0.077,0.213
17,1,17,33,IL,27110.974,0.038,0.115
17,1,17,34,IL,36535.957,0.051,0.136
17,1,18,35,IL,44154.877,0.062,0.153
17,1,18,36,IL,27903.318,0.039,0.105
17,1,19,37,IL,53186.218,0.074,0.073
17,1,19,38,IL,38963.264,0.054,0.162
17,1,40,80,IL,31199.569,0.044,0.047
17,1,43,86,IL,3511.961,0.005,0.02
17,2,3,5,IL,1595.706,0.002,0.004
17,2,13,25,IL,72328.654,0.102,0.257
17,2,13,26,IL,24744.962,0.035,0.078
17,2,14,27,IL,4800.14,0.007,0.011
17,2,14,28,IL,30059.975,0.042,0.113
17,2,15,29,IL,109285.909,0.154,0.357
17,2,15,30,IL,70754.985,0.099,0.215
17,2,17,33,IL,81807.728,0.115,0.346
17,2,17,34,IL,71962.17,0.101,0.268
17,2,19,38,IL,69739.263,0.098,0.29
17,2,40,79,IL,96592.538,0.136,0.218
17,2,40,80,IL,77561.087,0.109,0.117
17,3,1,1,IL,47983.369,0.067,0.022
17,3,1,2,IL,45747.578,0.064,0.056
17,3,3,6,IL,15295.939,0.021,0.035
17,3,4,8,IL,6581.16,0.009,0.014
17,3,11,21,IL,38299.948,0.054,0.139
17,3,11,22,IL,93857.161,0.131,0.413
17,3,12,23,IL,43502.771,0.061,0.118
17,3,12,24,IL,16975.787,0.024,0.076
17,3,14,27,IL,2700.58,0.004,0.006
17,3,14,28,IL,5071.6,0.007,0.019
17,3,16,31,IL,46261.449,0.065,0.191
17,3,16,32,IL,41543.449,0.058,0.16
17,3,18,35,IL,64763.825,0.091,0.224
17,3,18,36,IL,81015.384,0.113,0.306
17,3,19,37,IL,38752.043,0.054,0.053
17,3,19,38,IL,369.627,0.001,0.002
17,3,24,47,IL,4837.203,0.007,0.017
17,3,41,82,IL,66751.843,0.093,0.441
17,3,43,85,IL,40396.206,0.056,0.26
17,3,43,86,IL,7684.387,0.011,0.043
17,3,49,98,IL,7137.901,0.01,0.047
17,4,1,1,IL,39699.321,0.056,0.018
17,4,1,2,IL,52212.541,0.073,0.064
17,4,2,3,IL,81513.229,0.114,0.135
17,4,2,4,IL,65869.701,0.092,0.075
17,4,3,6,IL,1152.955,0.002,0.003
17,4,4,7,IL,11869.127,0.017,0.018
17,4,4,8,IL,12970.996,0.018,0.027
17,4,5,9,IL,614.041,0.001,0.002
17,4,6,11,IL,4129.002,0.006,0.014
17,4,8,15,IL,1479.509,0.002,0.006
17,4,10,19,IL,2294.892,0.003,0.009
17,4,11,21,IL,56267.417,0.079,0.204
17,4,11,22,IL,12730.588,0.018,0.056
17,4,12,23,IL,62465.929,0.087,0.17
17,4,12,24,IL,89890.435,0.126,0.405
17,4,20,39,IL,96334.362,0.135,0.293
17,4,20,40,IL,87338.106,0.122,0.252
17,4,39,77,IL,30174.169,0.042,0.059
17,4,39,78,IL,5017.509,0.007,0.008
17,5,2,3,IL,23247.423,0.033,0.039
17,5,2,4,IL,30556.818,0.043,0.035
17,5,4,7,IL,10293.455,0.014,0.016
17,5,4,8,IL,3239.493,0.005,0.007
17,5,5,9,IL,2559.34,0.004,0.007
17,5,5,10,IL,28299.991,0.04,0.049
17,5,6,11,IL,104619.412,0.146,0.348
17,5,6,12,IL,84597.459,0.118,0.231
17,5,7,13,IL,57556.603,0.081,0.171
17,5,8,15,IL,49632.165,0.069,0.195
17,5,8,16,IL,2.003,0,0
17,5,10,19,IL,106623.811,0.149,0.407
17,5,10,20,IL,46294.505,0.065,0.06
17,5,20,39,IL,12584.34,0.018,0.038
17,5,20,40,IL,21580.596,0.03,0.062
17,5,23,45,IL,1524.411,0.002,0.004
17,5,23,46,IL,743.961,0.001,0.003
17,5,24,47,IL,53059.69,0.074,0.188
17,5,28,55,IL,2467.184,0.003,0.011
17,5,39,77,IL,38129.149,0.053,0.074
17,5,39,78,IL,37143.988,0.052,0.059
17,6,21,41,IL,21178.576,0.029,0.079
17,6,21,42,IL,100026.327,0.139,0.171
17,6,22,43,IL,148.596,0,0.001
17,6,22,44,IL,397.674,0.001,0.002
17,6,23,45,IL,35375.455,0.049,0.104
17,6,23,46,IL,9857.996,0.014,0.034
17,6,24,47,IL,47210.82,0.065,0.167
17,6,24,48,IL,79646.446,0.11,0.279
17,6,25,49,IL,40496.358,0.056,0.17
17,6,26,51,IL,53889.669,0.075,0.246
17,6,26,52,IL,80988.745,0.112,0.305
17,6,27,54,IL,70908.245,0.098,0.301
17,6,28,56,IL,1388.354,0.002,0.003
17,6,29,57,IL,30.051,0,0
17,6,32,64,IL,2657.798,0.004,0.009
17,6,33,65,IL,52655.645,0.073,0.339
17,6,33,66,IL,63564.824,0.088,0.403
17,6,41,81,IL,49309.238,0.068,0.258
17,6,41,82,IL,11125.736,0.015,0.073
17,7,1,1,IL,18128.742,0.025,0.008
17,7,1,2,IL,10958.583,0.015,0.013
17,7,2,3,IL,4158.051,0.006,0.007
17,7,2,4,IL,12492.184,0.017,0.014
17,7,3,5,IL,72894.613,0.102,0.185
17,7,3,6,IL,78935.858,0.111,0.179
17,7,4,7,IL,86756.119,0.122,0.134
17,7,4,8,IL,86127.053,0.121,0.182
17,7,5,9,IL,105745.321,0.148,0.285
17,7,5,10,IL,80618.712,0.113,0.138
17,7,6,11,IL,170.289,0,0.001
17,7,6,12,IL,3138.322,0.004,0.009
17,7,11,21,IL,14351.337,0.02,0.052
17,7,12,23,IL,2950.003,0.004,0.008
17,7,12,24,IL,2052.481,0.003,0.009
17,7,13,25,IL,3581.073,0.005,0.013
17,7,13,26,IL,48899.924,0.068,0.155
17,7,16,32,IL,12094.51,0.017,0.046
17,7,39,77,IL,3212.448,0.004,0.006
17,7,39,78,IL,66757.206,0.093,0.106
17,8,22,43,IL,111348.301,0.155,0.431
17,8,22,44,IL,108521.028,0.151,0.458
17,8,23,45,IL,73214.914,0.102,0.215
17,8,23,46,IL,99622.926,0.138,0.343
17,8,24,47,IL,5004.002,0.007,0.018
17,8,24,48,IL,28187.422,0.039,0.099
17,8,25,49,IL,5272.942,0.007,0.022
17,8,26,52,IL,6608.205,0.009,0.025
17,8,27,53,IL,16495.974,0.023,0.064
17,8,27,54,IL,26253.52,0.036,0.112
17,8,28,55,IL,41129.747,0.057,0.182
17,8,28,56,IL,107783.262,0.15,0.195
17,8,29,57,IL,44958.239,0.062,0.211
17,8,33,65,IL,2288.793,0.003,0.015
17,8,33,66,IL,5245.236,0.007,0.033
17,8,39,77,IL,37950.143,0.053,0.074
17,9,6,12,IL,21182.922,0.03,0.058
17,9,7,13,IL,51362.099,0.072,0.152
17,9,7,14,IL,108918.702,0.153,0.222
17,9,8,15,IL,33511.829,0.047,0.132
17,9,8,16,IL,108916.699,0.153,0.281
17,9,9,17,IL,83398.426,0.117,0.314
17,9,9,18,IL,98710.391,0.138,0.115
17,9,10,20,IL,48487.224,0.068,0.063
17,9,27,53,IL,84967.086,0.119,0.331
17,9,27,54,IL,11757.939,0.016,0.05
17,9,28,55,IL,58917.912,0.083,0.261
17,9,29,57,IL,3935.674,0.006,0.018
17,10,8,15,IL,24296.201,0.034,0.095
17,10,9,17,IL,25520.277,0.036,0.096
17,10,9,18,IL,10208.311,0.014,0.012
17,10,10,20,IL,14136.973,0.02,0.018
17,10,26,51,IL,49746.635,0.07,0.227
17,10,27,53,IL,7455.643,0.01,0.029
17,10,28,55,IL,6404.861,0.009,0.028
17,10,29,57,IL,59983.579,0.084,0.281
17,10,29,58,IL,108689.674,0.152,0.511
17,10,30,59,IL,108706.215,0.153,0.171
17,10,30,60,IL,103437.942,0.145,0.397
17,10,31,61,IL,62336.204,0.087,0.092
17,10,31,62,IL,98599.798,0.138,0.607
17,10,32,64,IL,33252.372,0.047,0.114
17,11,19,37,IL,18307.791,0.025,0.025
17,11,21,41,IL,55988.334,0.077,0.209
17,11,21,42,IL,3873.87,0.005,0.007
17,11,24,48,IL,2375.812,0.003,0.008
17,11,25,49,IL,14025.802,0.019,0.059
17,11,25,50,IL,16186.359,0.022,0.062
17,11,38,75,IL,7504.349,0.01,0.015
17,11,40,80,IL,31.548,0,0
17,11,41,81,IL,60879.641,0.083,0.319
17,11,41,82,IL,31923.451,0.044,0.211
17,11,42,83,IL,112204.497,0.154,0.63
17,11,42,84,IL,91862.073,0.126,0.509
17,11,43,85,IL,70188.373,0.096,0.452
17,11,43,86,IL,93193.677,0.128,0.526
17,11,49,97,IL,47118.064,0.065,0.307
17,11,49,98,IL,103490.41,0.142,0.687
17,12,54,108,IL,18073.098,0.026,0.169
17,12,56,111,IL,85646.636,0.122,0.799
17,12,56,112,IL,33530.927,0.048,0.313
17,12,57,113,IL,105937,0.151,1
17,12,57,114,IL,105845.594,0.151,1
17,12,58,115,IL,103113.701,0.147,0.969
17,12,58,116,IL,107629.503,0.154,1
17,12,59,117,IL,106716,0.153,0.975
17,12,59,118,IL,32943.401,0.047,0.318
17,13,44,87,IL,18255.143,0.026,0.109
17,13,44,88,IL,34662.147,0.049,0.225
17,13,48,95,IL,104625.431,0.148,0.61
17,13,48,96,IL,106039.349,0.15,0.582
17,13,50,99,IL,42517.319,0.06,0.282
17,13,50,100,IL,48923.569,0.069,0.334
17,13,51,101,IL,77770.538,0.11,0.536
17,13,51,102,IL,20677.745,0.029,0.134
17,13,52,103,IL,112702.003,0.159,1
17,13,52,104,IL,25229.27,0.036,0.235
17,13,53,105,IL,25422.636,0.036,0.231
17,13,54,107,IL,4083.854,0.006,0.038
17,13,54,108,IL,850.723,0.001,0.008
17,13,56,111,IL,21594.185,0.031,0.201
17,13,56,112,IL,63313.69,0.09,0.591
17,14,21,41,IL,33181.201,0.046,0.124
17,14,21,42,IL,6346.985,0.009,0.011
17,14,25,49,IL,51395.049,0.071,0.216
17,14,25,50,IL,98302.533,0.136,0.376
17,14,26,51,IL,5035.028,0.007,0.023
17,14,26,52,IL,21193.433,0.029,0.08
17,14,30,60,IL,5231.912,0.007,0.02
17,14,31,61,IL,46333.65,0.064,0.068
17,14,31,62,IL,10078.051,0.014,0.062
17,14,32,63,IL,108115.601,0.149,0.32
17,14,32,64,IL,72476.04,0.1,0.247
17,14,33,65,IL,56953.486,0.079,0.367
17,14,33,66,IL,40633.584,0.056,0.258
17,14,35,70,IL,46470.075,0.064,0.145
17,14,38,75,IL,28305.687,0.039,0.055
17,14,42,84,IL,20217.427,0.028,0.112
17,14,45,90,IL,9793.785,0.014,0.065
17,14,49,97,IL,65144.458,0.09,0.425
17,15,51,101,IL,19207.247,0.028,0.132
17,15,51,102,IL,87053.615,0.125,0.563
17,15,52,104,IL,82284.045,0.118,0.765
17,15,53,106,IL,19707.674,0.028,0.189
17,15,54,107,IL,102165.809,0.146,0.962
17,15,54,108,IL,88267.776,0.127,0.823
17,15,55,109,IL,106102.157,0.152,1
17,15,55,110,IL,105853.16,0.152,1
17,15,56,112,IL,10217.552,0.015,0.095
17,15,58,115,IL,3285.544,0.005,0.031
17,15,59,117,IL,2684.14,0.004,0.025
17,15,59,118,IL,70636.86,0.101,0.682
17,16,34,67,IL,15950.897,0.023,0.089
17,16,34,68,IL,102705.384,0.148,0.585
17,16,35,69,IL,103163.172,0.149,0.401
17,16,35,70,IL,62282.672,0.09,0.194
17,16,37,73,IL,8298.513,0.012,0.047
17,16,37,74,IL,18842.716,0.027,0.027
17,16,38,75,IL,76057.443,0.11,0.147
17,16,38,76,IL,105093.644,0.152,0.685
17,16,40,79,IL,9450.074,0.014,0.021
17,16,40,80,IL,822.273,0.001,0.001
17,16,43,86,IL,6264.745,0.009,0.035
17,16,45,89,IL,18524.58,0.027,0.126
17,16,45,90,IL,95093.536,0.137,0.63
17,16,53,105,IL,5726.939,0.008,0.052
17,16,53,106,IL,64850.258,0.094,0.62
17,17,34,67,IL,89314.375,0.129,0.498
17,17,34,68,IL,2580.221,0.004,0.015
17,17,35,69,IL,3029.46,0.004,0.012
17,17,36,71,IL,105624.273,0.152,0.569
17,17,36,72,IL,106698.545,0.154,0.724
17,17,37,74,IL,86123.117,0.124,0.125
17,17,44,87,IL,646.149,0.001,0.004
17,17,45,89,IL,85657.457,0.123,0.584
17,17,46,91,IL,80194.845,0.116,0.541
17,17,46,92,IL,79892.427,0.115,0.462
17,17,47,93,IL,32101.03,0.046,0.198
17,17,47,94,IL,21782.655,0.031,0.146
17,18,37,73,IL,98936.373,0.141,0.559
17,18,44,87,IL,88755.369,0.126,0.53
17,18,44,88,IL,74597.479,0.106,0.485
17,18,46,91,IL,26737.224,0.038,0.18
