StateFIPS,CongressionalDistrict,StateUpper,StateLower,StateAbbreviation,Population2016,CDInSLD,SLDInCD
48,9,17,149,TX,93112.823,0.116,0.536
48,9,18,26,TX,10312.422,0.013,0.123
48,9,18,28,TX,29801.431,0.037,0.149
48,10,7,130,TX,135324.882,0.172,0.723
48,10,7,132,TX,24401.726,0.031,0.337
48,10,7,150,TX,16859.252,0.021,0.094
48,10,14,17,TX,48421.075,0.062,0.585
48,10,14,46,TX,59464.649,0.076,0.258
48,10,14,47,TX,27813.949,0.035,0.203
48,10,14,48,TX,41293.302,0.053,0.142
48,10,14,49,TX,86910.773,0.111,0.312
48,10,14,50,TX,70197.208,0.089,0.191
48,10,14,51,TX,395.767,0.001,0.001
48,10,17,132,TX,59290.015,0.075,0.604
48,10,18,3,TX,50115,0.064,0.706
48,10,18,13,TX,110982,0.141,0.411
48,10,18,17,TX,12172.17,0.015,0.182
48,10,18,130,TX,9757.55,0.012,1
48,10,18,132,TX,32665.362,0.042,1
48,11,22,60,TX,56857,0.075,0.65
48,11,24,53,TX,20362,0.027,0.038
48,11,24,59,TX,24335,0.032,0.227
48,11,24,60,TX,52091,0.068,1
48,11,28,53,TX,10657,0.014,0.178
48,11,28,59,TX,8172,0.011,0.946
48,11,28,60,TX,34205.279,0.045,0.308
48,11,28,72,TX,139301,0.183,0.67
48,11,28,82,TX,13111,0.017,0.119
48,11,28,83,TX,8720,0.011,0.036
48,11,30,59,TX,22380.855,0.029,0.035
48,11,30,60,TX,28053,0.037,0.108
48,11,31,72,TX,1314,0.002,0.004
48,11,31,81,TX,175222,0.23,0.909
48,11,31,82,TX,168288,0.221,0.628
48,12,9,91,TX,117704.4,0.151,0.648
48,12,9,93,TX,52891.446,0.068,0.389
48,12,10,90,TX,8408.492,0.011,0.04
48,12,10,93,TX,1582.027,0.002,0.033
48,12,10,95,TX,30037.338,0.039,0.18
48,12,10,96,TX,13531.407,0.017,0.074
48,12,10,97,TX,141295.45,0.182,0.936
48,12,10,99,TX,4135.123,0.005,0.901
48,12,12,90,TX,7644.793,0.01,0.866
48,12,12,93,TX,21501.748,0.028,0.706
48,12,12,97,TX,37251.784,0.048,1
48,12,12,98,TX,1147.221,0.001,0.016
48,12,12,99,TX,185256.636,0.238,0.999
48,12,30,61,TX,154836.229,0.199,0.674
48,13,28,68,TX,31322.114,0.044,0.393
48,13,28,69,TX,8686,0.012,0.12
48,13,30,61,TX,39059.771,0.055,0.17
48,13,30,68,TX,67424,0.095,0.314
48,13,30,69,TX,150734,0.212,0.522
48,13,31,68,TX,11700,0.016,1
48,13,31,86,TX,166210,0.234,0.887
48,13,31,87,TX,173588,0.244,0.465
48,13,31,88,TX,61322,0.086,0.235
48,14,4,21,TX,91204.627,0.12,0.944
48,14,4,22,TX,163474.373,0.215,0.87
48,14,4,23,TX,2733.299,0.004,0.064
48,14,11,23,TX,142723.013,0.188,0.836
48,14,11,24,TX,183974.687,0.242,0.66
48,14,11,25,TX,46319.53,0.061,0.314
48,14,11,29,TX,19773.51,0.026,0.064
48,14,17,25,TX,109089.653,0.144,0.986
48,15,20,31,TX,7214,0.009,0.053
48,15,20,35,TX,29168.726,0.038,0.276
48,15,20,36,TX,70166.407,0.091,0.443
48,15,20,40,TX,105167.343,0.136,0.304
48,15,20,41,TX,146420.601,0.19,0.557
48,15,21,17,TX,15254,0.02,0.142
48,15,21,31,TX,28630,0.037,0.226
48,15,21,44,TX,63584.438,0.082,0.285
48,15,25,44,TX,69444.474,0.09,0.646
48,15,27,35,TX,31607.132,0.041,0.217
48,15,27,36,TX,41919.075,0.054,0.541
48,15,27,39,TX,63323.954,0.082,0.326
48,15,27,40,TX,79837.762,0.104,0.9
48,15,27,41,TX,19177.078,0.025,0.912
48,16,29,75,TX,74400.364,0.102,0.24
48,16,29,76,TX,152998.445,0.209,0.54
48,16,29,77,TX,167851.098,0.23,0.664
48,16,29,78,TX,167616.671,0.229,0.803
48,16,29,79,TX,168136.807,0.23,1
48,17,5,8,TX,19624,0.026,0.138
48,17,5,12,TX,76037.568,0.1,0.148
48,17,5,14,TX,184598.432,0.243,0.664
48,17,5,20,TX,24871,0.033,0.144
48,17,5,57,TX,10271.7,0.014,0.328
48,17,14,17,TX,905.734,0.001,0.011
48,17,14,46,TX,38617.773,0.051,0.168
48,17,14,49,TX,2943.667,0.004,0.011
48,17,14,50,TX,114818.235,0.151,0.312
48,17,18,13,TX,17760,0.023,0.066
48,17,18,17,TX,4882.83,0.006,0.073
48,17,22,12,TX,92249.746,0.121,1
48,17,22,56,TX,172957.254,0.227,0.777
48,18,6,139,TX,1128.287,0.001,0.116
48,18,6,140,TX,25245.137,0.032,0.124
48,18,6,141,TX,41171.254,0.053,0.357
48,18,6,142,TX,17034.215,0.022,0.167
48,18,6,145,TX,7387.699,0.009,0.049
48,18,6,147,TX,3079.797,0.004,0.037
48,18,6,148,TX,7306.947,0.009,0.109
48,18,7,126,TX,3422.993,0.004,0.028
48,18,7,127,TX,14121.53,0.018,0.602
48,18,7,141,TX,4922.516,0.006,1
48,18,7,150,TX,49767.992,0.064,0.278
48,18,13,141,TX,45681.036,0.058,1
48,18,13,142,TX,56244.986,0.072,1
48,18,13,145,TX,4411.086,0.006,1
48,18,13,146,TX,23916.092,0.031,0.138
48,18,13,147,TX,64598.346,0.082,0.802
48,18,13,148,TX,54.956,0,0.002
48,18,15,126,TX,38204.734,0.049,0.556
48,18,15,127,TX,7679.304,0.01,0.137
48,18,15,134,TX,1520.832,0.002,0.031
48,18,15,138,TX,10986.777,0.014,0.112
48,18,15,139,TX,179749.774,0.229,0.826
48,18,15,140,TX,19547.625,0.025,1
48,18,15,141,TX,72957.314,0.093,0.832
48,18,15,142,TX,4999.903,0.006,0.071
48,18,15,143,TX,7730.896,0.01,0.174
48,18,15,145,TX,2696.224,0.003,1
48,18,15,147,TX,4616.331,0.006,0.137
48,18,15,148,TX,63209.858,0.081,0.508
48,19,24,71,TX,95030.254,0.131,0.273
48,19,28,60,TX,5709.721,0.008,0.051
48,19,28,68,TX,29176.886,0.04,0.366
48,19,28,71,TX,76506.746,0.105,0.299
48,19,28,83,TX,157000.873,0.216,0.64
48,19,28,84,TX,182612.127,0.251,0.64
48,19,28,88,TX,70813,0.097,0.531
48,19,30,68,TX,18152,0.025,0.085
48,19,31,72,TX,36708,0.05,0.099
48,19,31,83,TX,20478,0.028,0.278
48,19,31,86,TX,9776,0.013,0.052
48,19,31,88,TX,26220,0.036,0.101
48,20,19,116,TX,22795.179,0.029,1
48,20,19,117,TX,127214.128,0.162,0.747
48,20,19,118,TX,40416.537,0.051,0.301
48,20,19,122,TX,20451.213,0.026,1
48,20,19,124,TX,4509.097,0.006,0.413
48,20,19,125,TX,21133.933,0.027,1
48,20,25,122,TX,3997.339,0.005,0.023
48,20,25,123,TX,980.776,0.001,0.036
48,20,26,116,TX,131118.113,0.167,0.771
48,20,26,117,TX,10245.29,0.013,1
48,20,26,119,TX,18126.368,0.023,0.177
48,20,26,123,TX,88266.505,0.112,0.517
48,20,26,124,TX,127353.596,0.162,0.686
48,20,26,125,TX,169011.85,0.215,0.898
48,21,14,47,TX,4499.806,0.006,0.033
48,21,14,48,TX,57399.165,0.071,0.198
48,21,14,49,TX,63648.31,0.079,0.229
48,21,14,51,TX,22817.517,0.028,0.084
48,21,19,53,TX,3389,0.004,0.05
48,21,19,120,TX,1321.574,0.002,0.016
48,21,21,45,TX,2993.38,0.004,0.046
48,21,21,48,TX,982.393,0.001,0.015
48,21,21,49,TX,2139.252,0.003,0.057
48,21,21,51,TX,22768.339,0.028,0.092
48,21,24,45,TX,11392,0.014,0.302
48,21,24,47,TX,12382.37,0.015,0.044
48,21,24,53,TX,73280,0.091,0.135
48,21,24,73,TX,26521,0.033,0.525
48,21,25,45,TX,44338.47,0.055,0.291
48,21,25,47,TX,26394.647,0.033,0.284
48,21,25,48,TX,8614.383,0.011,0.055
48,21,25,73,TX,138648.148,0.172,0.56
48,21,25,118,TX,2513.802,0.003,0.067
48,21,25,121,TX,147102.969,0.182,0.764
48,21,25,122,TX,64741.368,0.08,0.377
48,21,25,123,TX,25894.972,0.032,0.964
48,21,26,116,TX,11898.663,0.015,0.07
48,21,26,120,TX,10763.796,0.013,0.095
48,21,26,121,TX,755.828,0.001,0.182
48,21,26,122,TX,3134.66,0.004,0.665
48,21,26,123,TX,16791.298,0.021,0.098
48,22,6,129,TX,11298.57,0.013,1
48,22,6,131,TX,887.152,0.001,0.121
48,22,6,145,TX,8357.846,0.01,0.055
48,22,11,25,TX,66.73,0,0
48,22,11,29,TX,178945.576,0.211,0.581
48,22,11,129,TX,92464.563,0.109,0.503
48,22,13,27,TX,26283.761,0.031,0.143
48,22,13,85,TX,7729.252,0.009,1
48,22,17,26,TX,104389.216,0.123,0.681
48,22,17,27,TX,53017.044,0.062,0.437
48,22,17,85,TX,42288.022,0.05,1
48,22,18,26,TX,73339.252,0.086,0.877
48,22,18,28,TX,166708.206,0.196,0.834
48,22,18,85,TX,82720.973,0.097,0.503
48,23,19,53,TX,54869,0.073,0.802
48,23,19,74,TX,151059,0.201,0.7
48,23,19,80,TX,69058,0.092,1
48,23,19,117,TX,43009.071,0.057,0.253
48,23,19,118,TX,61675.317,0.082,0.459
48,23,19,119,TX,9923.613,0.013,0.11
48,23,19,120,TX,9745.904,0.013,0.12
48,23,19,124,TX,6399.791,0.009,0.587
48,23,21,31,TX,5663.869,0.008,0.045
48,23,21,118,TX,6653.983,0.009,0.495
48,23,25,117,TX,9266.763,0.012,1
48,23,25,122,TX,103133.367,0.137,0.6
48,23,26,122,TX,1579.14,0.002,0.335
48,23,26,124,TX,58337.078,0.078,0.314
48,23,28,53,TX,6925,0.009,0.116
48,23,28,72,TX,3608,0.005,0.017
48,23,28,81,TX,11600,0.015,0.41
48,23,28,82,TX,8503,0.011,0.077
48,23,29,74,TX,15409,0.021,0.265
48,23,29,75,TX,92724.428,0.123,0.299
48,23,29,76,TX,14190.186,0.019,0.05
48,23,31,74,TX,113,0,0.002
48,23,31,81,TX,7893,0.011,0.041
48,24,9,91,TX,71.353,0,0
48,24,9,92,TX,121241.943,0.155,0.875
48,24,9,93,TX,9062.932,0.012,0.067
48,24,9,98,TX,26360.434,0.034,0.249
48,24,9,105,TX,12133.682,0.016,0.073
48,24,10,92,TX,42374.699,0.054,0.422
48,24,10,93,TX,2072.579,0.003,0.044
48,24,10,98,TX,41095.921,0.053,1
48,24,12,63,TX,940.483,0.001,0.005
48,24,12,65,TX,126613.576,0.162,0.628
48,24,12,98,TX,41898.641,0.054,0.573
48,24,12,106,TX,9663.979,0.012,0.058
48,24,16,102,TX,29331.13,0.038,0.359
48,24,16,103,TX,18665.364,0.024,0.23
48,24,16,105,TX,62873.547,0.08,0.969
48,24,16,108,TX,2124.672,0.003,0.019
48,24,16,114,TX,48700.006,0.062,0.29
48,24,16,115,TX,185893.581,0.238,0.995
48,25,10,96,TX,7876.69,0.01,0.043
48,25,14,46,TX,57245.775,0.074,0.248
48,25,14,47,TX,61582.825,0.08,0.449
48,25,14,48,TX,48485.029,0.063,0.167
48,25,14,49,TX,33026.679,0.043,0.119
48,25,14,51,TX,8.196,0,0
48,25,22,8,TX,35077,0.045,0.42
48,25,22,58,TX,181371,0.234,0.906
48,25,22,59,TX,8775,0.011,0.146
48,25,24,20,TX,46243,0.06,0.394
48,25,24,47,TX,44589.412,0.058,0.158
48,25,24,54,TX,58535.652,0.076,0.278
48,25,24,59,TX,82990,0.107,0.773
48,25,25,45,TX,50653.201,0.065,0.333
48,25,25,47,TX,24740.151,0.032,0.266
48,25,25,48,TX,13067.352,0.017,0.083
48,25,30,59,TX,19278.145,0.025,0.03
48,26,9,91,TX,63770.533,0.076,0.351
48,26,9,93,TX,28536.697,0.034,0.21
48,26,9,98,TX,65196.475,0.078,0.617
48,26,12,63,TX,202652.774,0.243,0.995
48,26,12,64,TX,93237.991,0.112,1
48,26,12,65,TX,75019.633,0.09,0.372
48,26,12,93,TX,60.204,0,0.002
48,26,12,98,TX,7233.399,0.009,0.099
48,26,12,106,TX,157100.795,0.188,0.942
48,26,16,115,TX,914.457,0.001,0.005
48,26,30,64,TX,110660.65,0.133,0.549
48,26,30,106,TX,30290.12,0.036,1
48,27,14,17,TX,33406.191,0.045,0.404
48,27,18,13,TX,19809,0.027,0.073
48,27,18,17,TX,14405.673,0.02,0.216
48,27,18,25,TX,37187,0.05,0.437
48,27,18,30,TX,147474,0.2,0.745
48,27,18,32,TX,3822.489,0.005,1
48,27,18,85,TX,56604,0.077,0.344
48,27,20,32,TX,173626.39,0.235,0.828
48,27,20,34,TX,183901.121,0.249,1
48,27,21,17,TX,21878.067,0.03,0.204
48,27,21,43,TX,46331.419,0.063,0.239
48,28,19,31,TX,47723.512,0.062,0.486
48,28,19,118,TX,19766.244,0.026,0.147
48,28,19,119,TX,26452.845,0.035,0.293
48,28,19,120,TX,14688.027,0.019,0.181
48,28,20,35,TX,48594.8,0.064,0.46
48,28,20,36,TX,73077.576,0.096,0.462
48,28,20,41,TX,19532.473,0.026,0.074
48,28,21,31,TX,67948.62,0.089,0.537
48,28,21,42,TX,181660.652,0.238,0.31
48,28,21,44,TX,43749.252,0.057,0.196
48,28,21,80,TX,103881.348,0.136,0.816
48,28,21,118,TX,6790.077,0.009,0.505
48,28,25,118,TX,7444.678,0.01,0.2
48,28,25,119,TX,21292.522,0.028,0.988
48,28,26,119,TX,14107.659,0.018,0.138
48,28,26,120,TX,67567.849,0.088,0.596
48,29,6,131,TX,6448.956,0.008,0.879
48,29,6,140,TX,146692.989,0.187,0.721
48,29,6,141,TX,7309.19,0.009,0.063
48,29,6,142,TX,35309.994,0.045,0.346
48,29,6,143,TX,126504.954,0.161,0.883
48,29,6,144,TX,130895.852,0.167,0.852
48,29,6,145,TX,135965.292,0.174,0.896
48,29,6,147,TX,57839.841,0.074,0.695
48,29,6,148,TX,59734.151,0.076,0.891
48,29,11,144,TX,13645.99,0.017,0.488
48,29,15,141,TX,4564.739,0.006,0.052
48,29,15,142,TX,30340.373,0.039,0.433
48,29,15,143,TX,28142.12,0.036,0.635
48,30,2,100,TX,22389.52,0.029,0.38
48,30,2,107,TX,16.31,0,0
48,30,2,109,TX,16075.308,0.021,0.991
48,30,2,110,TX,9519.705,0.013,0.266
48,30,2,113,TX,3075.012,0.004,0.024
48,30,9,104,TX,24703.39,0.033,0.264
48,30,9,105,TX,26184.354,0.034,0.159
48,30,9,111,TX,4836.51,0.006,1
48,30,16,103,TX,6.524,0,0
48,30,23,100,TX,108547.472,0.143,0.934
48,30,23,103,TX,27791.45,0.037,0.257
48,30,23,104,TX,3973.158,0.005,0.025
48,30,23,108,TX,26265.905,0.035,0.405
48,30,23,109,TX,173221.663,0.228,1
48,30,23,110,TX,146204.403,0.193,0.729
48,30,23,111,TX,166685.633,0.219,0.892
48,31,5,20,TX,115465.64,0.139,0.669
48,31,5,52,TX,207637.511,0.25,1
48,31,5,136,TX,205612.347,0.247,1
48,31,24,54,TX,124684.78,0.15,0.591
48,31,24,55,TX,177950.568,0.214,0.994
48,32,2,100,TX,188.111,0,0.003
48,32,2,107,TX,37676.503,0.049,0.179
48,32,2,108,TX,4443.979,0.006,0.097
48,32,2,112,TX,8127.904,0.011,1
48,32,2,113,TX,52242.576,0.068,0.402
48,32,2,114,TX,985.135,0.001,0.072
48,32,8,89,TX,17505.654,0.023,0.119
48,32,8,102,TX,93531.239,0.122,0.691
