StateFIPS,PUMA,CongressionalDistrict,StateAbbreviaiton,PUMA2k,Population2016,PUMAWgt,CDWgt
8,600,3,CO,800600,178156,1,0.24
8,700,2,CO,800700,60520.475,0.41,0.076
8,700,3,CO,800700,87005.525,0.59,0.117
8,801,2,CO,800801,86645.746,0.703,0.109
8,801,7,CO,800801,36605.322,0.297,0.046
8,802,2,CO,800802,47526.415,0.329,0.06
8,802,4,CO,800802,96759.578,0.671,0.121
8,803,2,CO,800803,119269.793,1,0.149
8,804,2,CO,800804,100935.993,0.71,0.126
8,804,6,CO,800804,5479.343,0.039,0.007
8,804,7,CO,800804,35821.821,0.252,0.045
8,805,2,CO,800805,5556.681,0.042,0.007
8,805,7,CO,800805,126783.372,0.958,0.161
8,806,6,CO,800806,12388.031,0.081,0.015
8,806,7,CO,800806,140704.156,0.919,0.179
8,807,6,CO,800807,54423.401,0.318,0.068
8,807,7,CO,800807,116671.534,0.682,0.148
8,808,4,CO,800808,16125.473,0.08,0.02
8,808,6,CO,800808,185374.084,0.92,0.23
8,809,6,CO,800809,125740.935,1,0.156
8,810,6,CO,800810,126079.198,1,0.157
8,811,1,CO,800811,7288.376,0.059,0.009
8,811,6,CO,800811,115471.311,0.941,0.143
8,812,1,CO,800812,178852.48,1,0.218
8,813,1,CO,800813,111365.053,1,0.136
8,814,1,CO,800814,117839.993,1,0.143
8,815,1,CO,800815,154797.758,0.876,0.188
8,815,6,CO,800815,21973.162,0.124,0.027
8,816,1,CO,800816,137633.195,1,0.167
8,817,7,CO,800817,117529.461,1,0.149
8,818,7,CO,800818,102239.868,1,0.13
8,819,1,CO,800819,16856.334,0.114,0.021
8,819,2,CO,800819,21615.732,0.146,0.027
8,819,7,CO,800819,109538.895,0.74,0.139
8,820,1,CO,800820,67500.85,0.589,0.082
8,820,6,CO,800820,45307.326,0.395,0.056
8,820,7,CO,800820,1861.396,0.016,0.002
8,821,1,CO,800821,29684.992,0.191,0.036
8,821,2,CO,800821,7948.376,0.051,0.01
8,821,4,CO,800821,25049.318,0.161,0.031
8,821,6,CO,800821,92526.719,0.596,0.115
8,822,4,CO,800822,190438.828,0.902,0.239
8,822,6,CO,800822,20617.135,0.098,0.026
8,901,5,CO,800901,171539.243,1,0.218
8,902,5,CO,800902,110987.002,1,0.141
8,903,5,CO,800903,110244.81,1,0.14
8,904,5,CO,800904,174371.961,1,0.221
8,905,5,CO,800905,121140.984,1,0.154
8,1000,2,CO,801000,8468.602,0.075,0.011
8,1000,3,CO,801000,4602,0.041,0.006
8,1000,5,CO,801000,99244.398,0.884,0.126
9,100,1,CT,900100,37406.835,0.205,0.053
9,100,5,CT,900100,145164.165,0.795,0.204
9,200,1,CT,900200,96778.77,0.616,0.136
9,200,2,CT,900200,60279.234,0.384,0.085
9,300,1,CT,900300,109293.981,1,0.154
9,400,1,CT,900400,83603.761,0.52,0.117
9,400,5,CT,900400,77100.603,0.48,0.108
9,500,1,CT,900500,103357.79,0.918,0.145
9,500,5,CT,900500,9284.094,0.082,0.013
9,600,1,CT,900600,19828.892,0.179,0.028
9,600,5,CT,900600,90756.736,0.821,0.127
9,700,1,CT,900700,109286.993,0.93,0.154
9,700,2,CT,900700,8269.941,0.07,0.012
9,800,1,CT,900800,124548.203,1,0.175
9,900,2,CT,900900,151118,1,0.214
9,1000,2,CT,901000,116192,1,0.165
9,1100,2,CT,901100,136930.985,1,0.194
9,1200,2,CT,901200,132870.015,1,0.188
9,1300,1,CT,901300,27632.921,0.169,0.039
9,1300,2,CT,901300,81530.427,0.499,0.116
9,1300,3,CT,901300,54165.652,0.332,0.076
9,1400,3,CT,901400,47008.671,0.355,0.066
9,1400,4,CT,901400,12600.621,0.095,0.017
9,1400,5,CT,901400,72914.307,0.55,0.102
9,1500,3,CT,901500,68778.347,0.532,0.097
9,1500,5,CT,901500,60501.459,0.468,0.085
9,1600,3,CT,901600,123397.265,1,0.173
9,1700,3,CT,901700,121484.768,1,0.171
9,1800,2,CT,901800,18150.338,0.163,0.026
9,1800,3,CT,901800,93454.025,0.837,0.131
9,1900,3,CT,901900,19136.889,0.175,0.027
9,1900,5,CT,901900,90512.257,0.825,0.127
9,2000,3,CT,902000,128936.054,1,0.181
9,2100,4,CT,902100,34804.097,0.174,0.047
9,2100,5,CT,902100,165751.991,0.826,0.233
9,2200,3,CT,902200,55345.065,0.252,0.078
9,2200,4,CT,902200,164352.454,0.748,0.223
9,2300,4,CT,902300,249090.895,1,0.339
9,2400,4,CT,902400,148531.192,1,0.202
9,2500,4,CT,902500,126301.306,1,0.172
10,101,0,DE,1000101,152767.27,1,0.16
10,102,0,DE,1000102,131668.173,1,0.138
10,103,0,DE,1000103,127122.113,1,0.134
10,104,0,DE,1000104,145429.443,1,0.153
10,200,0,DE,1000200,174827,1,0.184
10,300,0,DE,1000300,220251,1,0.231
11,101,98,DC,1100101,120022.615,1,0.176
11,102,98,DC,1100102,121821.415,1,0.179
11,103,98,DC,1100103,140184.114,1,0.206
11,104,98,DC,1100104,158491.344,1,0.233
11,105,98,DC,1100105,140650.512,1,0.206
12,101,1,FL,1200101,198278.727,1,0.26
12,102,1,FL,1200102,116908.273,1,0.153
12,200,1,FL,1200200,170497,1,0.223
12,300,1,FL,1200300,201170,1,0.263
12,400,1,FL,1200400,77124.316,0.488,0.101
12,400,2,FL,1200400,81049.684,0.512,0.112
12,500,2,FL,1200500,183974,1,0.255
12,600,2,FL,1200600,105670.215,0.773,0.147
12,600,5,FL,1200600,31043.785,0.227,0.042
12,701,2,FL,1200701,81345.156,0.409,0.113
12,701,5,FL,1200701,117406.619,0.591,0.161
12,702,2,FL,1200702,40021.161,0.296,0.056
12,702,5,FL,1200702,95055.064,0.704,0.13
12,800,2,FL,1200800,125884,0.898,0.175
12,800,5,FL,1200800,14361,0.102,0.02
12,900,2,FL,1200900,56141.313,0.403,0.078
12,900,3,FL,1200900,42068,0.302,0.057
12,900,5,FL,1200900,41094.687,0.295,0.056
12,1001,3,FL,1201001,120269.002,1,0.164
12,1002,3,FL,1201002,143226.998,1,0.195
12,1101,4,FL,1201101,129546.391,0.796,0.167
12,1101,5,FL,1201101,33247.151,0.204,0.045
12,1102,4,FL,1201102,10899.475,0.081,0.014
12,1102,5,FL,1201102,124127.556,0.919,0.17
12,1103,4,FL,1201103,26288.42,0.233,0.034
12,1103,5,FL,1201103,86727.458,0.767,0.119
12,1104,4,FL,1201104,133321.912,0.945,0.172
12,1104,5,FL,1201104,7796.822,0.055,0.011
12,1105,4,FL,1201105,157619.061,0.994,0.203
12,1105,5,FL,1201105,991.349,0.006,0.001
12,1106,4,FL,1201106,86641.72,0.84,0.112
12,1106,5,FL,1201106,16463.888,0.16,0.023
12,1107,4,FL,1201107,30582.835,0.158,0.039
12,1107,5,FL,1201107,162622.96,0.842,0.222
12,1200,4,FL,1201200,200196.115,0.852,0.258
12,1200,6,FL,1201200,34890.885,0.148,0.046
12,1300,3,FL,1201300,208311,1,0.284
12,1400,3,FL,1201400,72277,0.4,0.099
12,1400,6,FL,1201400,108310,0.6,0.142
12,1501,2,FL,1201501,7947.548,0.063,0.011
12,1501,3,FL,1201501,114038.47,0.899,0.156
12,1501,11,FL,1201501,4799.712,0.038,0.006
12,1502,2,FL,1201502,38464.069,0.173,0.053
12,1502,3,FL,1201502,33160.787,0.149,0.045
12,1502,11,FL,1201502,150609.413,0.678,0.197
12,1600,11,FL,1201600,267614.966,1,0.35
12,1700,11,FL,1201700,182837.034,1,0.239
12,1801,11,FL,1201801,105027.187,0.545,0.137
12,1801,15,FL,1201801,87852.724,0.455,0.113
12,1802,6,FL,1201802,87900.145,0.617,0.116
12,1802,11,FL,1201802,54615.944,0.383,0.071
12,1901,6,FL,1201901,259332.094,1,0.341
12,1902,6,FL,1201902,127192.579,1,0.167
12,1903,6,FL,1201903,142839.327,1,0.188
12,2001,7,FL,1202001,181180.689,1,0.236
12,2002,7,FL,1202002,154232.393,1,0.2
12,2003,7,FL,1202003,120054.066,1,0.156
12,2101,8,FL,1202101,195494.317,1,0.261
12,2102,8,FL,1202102,123472.9,1,0.165
12,2103,8,FL,1202103,124393.751,1,0.166
12,2104,8,FL,1202104,135769.032,1,0.182
12,2201,10,FL,1202201,145267.216,1,0.182
12,2202,10,FL,1202202,302576.377,1,0.379
12,2203,7,FL,1202203,13331.129,0.069,0.017
12,2203,9,FL,1202203,22876.14,0.118,0.028
12,2203,10,FL,1202203,156900.843,0.813,0.196
12,2204,7,FL,1202204,29358.764,0.176,0.038
12,2204,10,FL,1202204,137411.679,0.824,0.172
12,2205,7,FL,1202205,73307.257,0.595,0.095
12,2205,10,FL,1202205,49928.365,0.405,0.063
12,2206,7,FL,1202206,140150.623,0.821,0.182
12,2206,9,FL,1202206,23978.37,0.14,0.029
12,2206,10,FL,1202206,6596.174,0.039,0.008
12,2207,7,FL,1202207,57703.615,0.271,0.075
12,2207,8,FL,1202207,17135.599,0.081,0.023
12,2207,9,FL,1202207,137856.7,0.648,0.169
12,2300,9,FL,1202300,336015,1,0.412
12,2401,15,FL,1202401,192156.982,1,0.247
12,2402,9,FL,1202402,142831.011,0.815,0.175
12,2402,15,FL,1202402,32419.299,0.185,0.042
12,2403,9,FL,1202403,107490.855,0.709,0.132
12,2403,17,FL,1202403,44085.025,0.291,0.058
12,2404,9,FL,1202404,44657.026,0.303,0.055
12,2404,15,FL,1202404,57305.222,0.389,0.074
12,2404,17,FL,1202404,45203.58,0.307,0.06
12,2501,12,FL,1202501,213007.318,1,0.282
12,2502,12,FL,1202502,174164.346,1,0.23
12,2503,12,FL,1202503,125196.336,1,0.166
12,2601,12,FL,1202601,128921.647,1,0.171
12,2602,12,FL,1202602,99705.892,0.937,0.132
12,2602,13,FL,1202602,6735.808,0.063,0.009
12,2603,12,FL,1202603,2185.521,0.019,0.003
12,2603,13,FL,1202603,115689.023,0.981,0.158
12,2604,13,FL,1202604,116883.984,1,0.16
12,2605,13,FL,1202605,119495.08,1,0.164
12,2606,13,FL,1202606,118111.44,1,0.162
12,2607,13,FL,1202607,125300.076,1,0.172
12,2608,13,FL,1202608,127701.529,1,0.175
12,2701,14,FL,1202701,156629.41,1,0.201
12,2702,14,FL,1202702,174970.652,1,0.224
12,2703,12,FL,1202703,8024.153,0.049,0.011
12,2703,14,FL,1202703,157356.029,0.951,0.202
12,2704,12,FL,1202704,4796.354,0.028,0.006
12,2704,14,FL,1202704,168348.234,0.972,0.216
12,2705,14,FL,1202705,113321.151,0.691,0.145
12,2705,15,FL,1202705,50605.794,0.309,0.065
12,2706,15,FL,1202706,140126.548,1,0.18
12,2707,14,FL,1202707,8268.225,0.041,0.011
12,2707,15,FL,1202707,180091.69,0.902,0.232
12,2707,16,FL,1202707,11236.278,0.056,0.014
12,2708,14,FL,1202708,732.217,0.004,0.001
12,2708,15,FL,1202708,36439.53,0.18,0.047
12,2708,16,FL,1202708,165291.734,0.816,0.21
12,2801,16,FL,1202801,159163.214,1,0.202
12,2802,16,FL,1202802,216724.786,1,0.275
12,2901,16,FL,1202901,194821.23,1,0.248
12,2902,16,FL,1202902,39859.953,0.183,0.051
12,2902,17,FL,1202902,177887.817,0.817,0.236
12,3000,17,FL,1203000,178465,1,0.236
12,3100,17,FL,1203100,178047,0.819,0.236
12,3100,25,FL,1203100,39290,0.181,0.052
12,3200,8,FL,1203200,151563,0.79,0.203
12,3200,17,FL,1203200,40314,0.21,0.053
12,3300,18,FL,1203300,306507,1,0.402
12,3400,18,FL,1203400,158701,1,0.208
12,3501,18,FL,1203501,186238.053,0.787,0.244
12,3501,20,FL,1203501,49023.311,0.207,0.064
12,3501,21,FL,1203501,1251.175,0.005,0.002
12,3502,18,FL,1203502,29562.29,0.19,0.039
12,3502,20,FL,1203502,86100.307,0.552,0.113
12,3502,21,FL,1203502,40207.121,0.258,0.053
12,3503,20,FL,1203503,43340.527,0.319,0.057
12,3503,21,FL,1203503,92499.454,0.681,0.121
12,3504,21,FL,1203504,137183.025,1,0.18
12,3505,21,FL,1203505,163165.686,1,0.214
12,3506,21,FL,1203506,125572.471,1,0.165
12,3507,21,FL,1203507,2939.824,0.025,0.004
12,3507,22,FL,1203507,113760.68,0.975,0.15
12,3508,21,FL,1203508,93297.844,0.822,0.123
12,3508,22,FL,1203508,20146.761,0.178,0.026
12,3509,18,FL,1203509,81941.025,0.316,0.107
12,3509,20,FL,1203509,72115.364,0.278,0.095
12,3509,21,FL,1203509,105465.083,0.406,0.138
12,3601,22,FL,1203601,157515.751,1,0.207
12,3602,20,FL,1203602,10323.422,0.081,0.014
12,3602,22,FL,1203602,117609.445,0.919,0.155
12,3603,20,FL,1203603,6367.749,0.056,0.008
12,3603,22,FL,1203603,106382.587,0.944,0.14
12,3604,20,FL,1203604,31360.261,0.259,0.041
12,3604,22,FL,1203604,89787.55,0.741,0.118
12,3605,20,FL,1203605,48005.549,0.319,0.063
12,3605,22,FL,1203605,102261.958,0.681,0.134
12,3606,20,FL,1203606,149553.061,0.769,0.197
12,3606,22,FL,1203606,44913.985,0.231,0.059
12,3607,20,FL,1203607,107938.201,0.924,0.142
12,3607,23,FL,1203607,8856.294,0.076,0.012
12,3608,20,FL,1203608,23522.107,0.149,0.031
12,3608,22,FL,1203608,7783.532,0.049,0.01
12,3608,23,FL,1203608,127055.649,0.802,0.167
12,3609,22,FL,1203609,696.968,0.005,0.001
12,3609,23,FL,1203609,131027.708,0.994,0.172
12,3609,24,FL,1203609,140.923,0.001,0
12,3610,20,FL,1203610,21.849,0,0
12,3610,23,FL,1203610,174924.645,1,0.23
12,3611,23,FL,1203611,153931.503,1,0.202
12,3612,20,FL,1203612,133320.709,0.788,0.175
12,3612,23,FL,1203612,13642.211,0.081,0.018
12,3612,24,FL,1203612,22130.357,0.131,0.029
12,3613,23,FL,1203613,73176.127,0.521,0.096
12,3613,24,FL,1203613,67381.902,0.479,0.089
12,3701,19,FL,1203701,130626.518,0.837,0.162
12,3701,25,FL,1203701,25517.046,0.163,0.034
12,3702,19,FL,1203702,45841.875,0.219,0.057
12,3702,25,FL,1203702,163150.56,0.781,0.214
12,3800,19,FL,1203800,179287.598,1,0.222
12,3901,19,FL,1203901,187193.259,1,0.232
12,3902,17,FL,1203902,90821.71,0.437,0.12
12,3902,19,FL,1203902,117198.039,0.563,0.145
12,3903,19,FL,1203903,147835.395,1,0.183
12,4001,23,FL,1204001,57192.304,0.437,0.075
12,4001,24,FL,1204001,73549.729,0.563,0.097
12,4002,24,FL,1204002,117621.97,1,0.155
12,4003,24,FL,1204003,41604.282,0.286,0.055
12,4003,25,FL,1204003,104080.256,0.714,0.137
12,4004,25,FL,1204004,123894.562,1,0.163
12,4005,24,FL,1204005,33695.078,0.226,0.044
12,4005,25,FL,1204005,115296.373,0.774,0.151
12,4006,24,FL,1204006,105421.278,0.953,0.139
12,4006,25,FL,1204006,5198.905,0.047,0.007
12,4007,23,FL,1204007,20491.337,0.144,0.027
12,4007,24,FL,1204007,121680.898,0.856,0.161
12,4008,24,FL,1204008,34109.121,0.248,0.045
12,4008,27,FL,1204008,103291.292,0.752,0.136
12,4009,24,FL,1204009,107570.826,0.981,0.142
12,4009,27,FL,1204009,2057.175,0.019,0.003
12,4010,24,FL,1204010,32298.633,0.214,0.043
12,4010,27,FL,1204010,118951.038,0.786,0.157
12,4011,25,FL,1204011,6694.242,0.036,0.009
12,4011,27,FL,1204011,177140.958,0.964,0.234
12,4012,25,FL,1204012,178499.367,1,0.234
12,4013,26,FL,1204013,123854.353,0.895,0.164
12,4013,27,FL,1204013,14494.774,0.105,0.019
12,4014,27,FL,1204014,127154.745,1,0.168
12,4015,26,FL,1204015,9223.058,0.067,0.012
12,4015,27,FL,1204015,128896.769,0.933,0.17
12,4016,26,FL,1204016,126226.679,1,0.167
12,4017,26,FL,1204017,149526.121,1,0.198
12,4017,27,FL,1204017,2.173,0,0
12,4018,26,FL,1204018,37651.854,0.315,0.05
12,4018,27,FL,1204018,82051.2,0.685,0.108
12,4019,26,FL,1204019,183409.203,0.986,0.242
12,4019,27,FL,1204019,2697.258,0.014,0.004
12,4020,26,FL,1204020,126494.189,1,0.167
13,100,14,GA,1300100,150701.205,1,0.212
13,200,14,GA,1300200,200657.795,1,0.283
13,300,9,GA,1300300,210103.465,1,0.284
13,400,9,GA,1300400,156636,1,0.212
13,500,9,GA,1300500,47178.412,0.248,0.064
13,500,10,GA,1300500,143212.62,0.752,0.196
13,600,9,GA,1300600,196595.415,1,0.266
13,700,11,GA,1300700,103807,0.4,0.137
13,700,13,GA,1300700,112.788,0,0
13,700,14,GA,1300700,155761.498,0.6,0.219
13,800,7,GA,1300800,154515.275,0.561,0.194
13,800,9,GA,1300800,110143.631,0.4,0.149
13,800,11,GA,1300800,4.51,0,0
13,800,14,GA,1300800,10810.214,0.039,0.015
13,900,10,GA,1300900,167310,1,0.229
13,1000,2,GA,1301000,12322,0.098,0.018
13,1000,3,GA,1301000,62748.263,0.497,0.086
13,1000,8,GA,1301000,27306,0.216,0.039
13,1000,10,GA,1301000,23990.408,0.19,0.033
13,1101,6,GA,1301101,172813.514,1,0.228
13,1102,6,GA,1301102,199982.379,0.925,0.264
13,1102,11,GA,1301102,16179.625,0.075,0.021
13,1103,5,GA,1301103,112490.358,0.801,0.148
13,1103,11,GA,1301103,27908.325,0.199,0.037
13,1104,5,GA,1301104,126004.319,1,0.166
13,1105,5,GA,1301105,86391.75,0.942,0.114
13,1105,13,GA,1301105,5345.779,0.058,0.007
13,1106,5,GA,1301106,92518.998,1,0.122
13,1107,5,GA,1301107,59608.385,0.324,0.079
13,1107,13,GA,1301107,124155.696,0.676,0.165
13,1201,4,GA,1301201,39648.608,0.319,0.053
13,1201,5,GA,1301201,80938.587,0.651,0.107
13,1201,6,GA,1301201,3658.308,0.029,0.005
13,1202,5,GA,1301202,9091.735,0.062,0.012
13,1202,6,GA,1301202,138326.617,0.938,0.183
13,1203,4,GA,1301203,63393.904,0.567,0.085
13,1203,6,GA,1301203,48385.105,0.433,0.064
13,1204,4,GA,1301204,45506.823,0.469,0.061
13,1204,5,GA,1301204,51606.856,0.531,0.068
13,1205,4,GA,1301205,112839.373,0.795,0.151
13,1205,5,GA,1301205,29129.503,0.205,0.038
13,1206,4,GA,1301206,117683.233,1,0.157
13,1301,6,GA,1301301,46461.59,0.367,0.061
13,1301,11,GA,1301301,79882.054,0.632,0.106
13,1301,13,GA,1301301,130.476,0.001,0
13,1302,6,GA,1301302,124373.449,1,0.164
13,1303,6,GA,1301303,23408.569,0.187,0.031
13,1303,11,GA,1301303,77854.232,0.622,0.103
13,1303,13,GA,1301303,23922.864,0.191,0.032
13,1304,11,GA,1301304,15710.456,0.114,0.021
13,1304,13,GA,1301304,121825.896,0.886,0.162
13,1305,11,GA,1301305,193856.527,0.826,0.256
13,1305,13,GA,1301305,40723.886,0.174,0.054
13,1305,14,GA,1301305,56.933,0,0
13,1401,5,GA,1301401,100769.371,0.749,0.133
13,1401,13,GA,1301401,33804.879,0.251,0.045
13,1402,5,GA,1301402,10470.776,0.072,0.014
13,1402,13,GA,1301402,134416.973,0.928,0.179
13,1501,7,GA,1301501,160770.364,1,0.202
13,1502,7,GA,1301502,210971.818,0.762,0.265
13,1502,10,GA,1301502,65961.289,0.238,0.09
13,1503,4,GA,1301503,93451.73,0.558,0.125
13,1503,7,GA,1301503,69987.138,0.418,0.088
13,1503,10,GA,1301503,4005.573,0.024,0.005
13,1504,4,GA,1301504,102475.534,0.689,0.137
13,1504,7,GA,1301504,46341.191,0.311,0.058
13,1505,6,GA,1301505,49.22,0,0
13,1505,7,GA,1301505,153170.363,1,0.192
13,1600,4,GA,1301600,173435.888,0.883,0.232
13,1600,10,GA,1301600,22907.407,0.117,0.031
13,1700,3,GA,1301700,65814.163,0.297,0.091
13,1700,10,GA,1301700,49599.927,0.224,0.068
13,1700,13,GA,1301700,106177.24,0.479,0.141
13,1800,3,GA,1301800,116261,0.45,0.16
13,1800,13,GA,1301800,142111.212,0.55,0.189
13,1800,14,GA,1301800,6.569,0,0
13,1900,11,GA,1301900,241684.49,1,0.319
13,2000,3,GA,1302000,298458.375,0.942,0.411
13,2000,13,GA,1302000,18500.625,0.058,0.025
13,2100,14,GA,1302100,192202,1,0.271
13,2200,9,GA,1302200,19143,0.187,0.026
13,2200,10,GA,1302200,83379.968,0.813,0.114
13,2300,12,GA,1302300,201647,1,0.28
13,2400,10,GA,1302400,39708.935,0.235,0.054
13,2400,12,GA,1302400,129231.065,0.765,0.18
13,2500,10,GA,1302500,39379,0.366,0.054
13,2500,12,GA,1302500,68216,0.634,0.095
13,2600,8,GA,1302600,9104,0.062,0.013
13,2600,10,GA,1302600,89790.704,0.613,0.123
13,2600,12,GA,1302600,47516,0.325,0.066
13,2700,2,GA,1302700,110631.603,0.724,0.163
13,2700,8,GA,1302700,42128.397,0.276,0.06
13,2800,2,GA,1302800,26655,0.124,0.039
13,2800,8,GA,1302800,188916,0.876,0.269
13,2900,2,GA,1302900,6171,0.043,0.009
13,2900,3,GA,1302900,136218,0.957,0.188
13,3000,2,GA,1303000,151310.004,0.766,0.223
13,3000,3,GA,1303000,46174.996,0.234,0.064
13,3100,2,GA,1303100,115698,1,0.171
13,3200,8,GA,1303200,69510,0.577,0.099
13,3200,12,GA,1303200,50871,0.423,0.071
13,3300,1,GA,1303300,30104,0.163,0.041
13,3300,12,GA,1303300,154699,0.837,0.215
13,3400,1,GA,1303400,146211.414,1,0.199
13,3500,1,GA,1303500,142870.586,1,0.194
13,3600,1,GA,1303600,165859.702,0.874,0.225
13,3600,12,GA,1303600,24016.298,0.126,0.033
13,3700,1,GA,1303700,137510,1,0.187
13,3800,1,GA,1303800,103962,0.67,0.141
13,3800,8,GA,1303800,8273,0.053,0.012
13,3800,12,GA,1303800,43012,0.277,0.06
13,3900,8,GA,1303900,122082,1,0.174
13,4000,2,GA,1304000,119354,1,0.176
13,4100,2,GA,1304100,69476,0.511,0.103
13,4100,8,GA,1304100,66456,0.489,0.094
13,4200,2,GA,1304200,66024,0.593,0.097
13,4200,8,GA,1304200,45248,0.407,0.064
13,4300,1,GA,1304300,9909.942,0.074,0.013
13,4300,8,GA,1304300,124367.058,0.926,0.177
15,100,2,HI,1500100,237503,1,0.33
15,200,2,HI,1500200,198449,1,0.276
15,301,2,HI,1500301,129319.903,1,0.18
15,302,2,HI,1500302,119923.964,1,0.167
15,303,1,HI,1500303,112043.163,1,0.158
15,304,1,HI,1500304,126388.554,1,0.178
15,305,1,HI,1500305,119264.801,1,0.168
15,306,1,HI,1500306,147382.849,1,0.208
15,307,1,HI,1500307,203542.928,0.854,0.287
15,307,2,HI,1500307,34738.837,0.146,0.048
16,100,1,ID,1600100,230072,1,0.269
16,200,1,ID,1600200,108071,1,0.126
16,300,2,ID,1600300,218202,1,0.263
16,400,1,ID,1600400,83291,0.762,0.097
16,400,2,ID,1600400,26018,0.238,0.031
16,500,1,ID,1600500,211698,1,0.248
16,600,1,ID,1600600,17119.915,0.078,0.02
16,600,2,ID,1600600,201609.41,0.922,0.243
16,700,1,ID,1600700,204153.406,0.906,0.239
16,700,2,ID,1600700,21145.268,0.094,0.026
16,800,2,ID,1600800,193947,1,0.234
16,900,2,ID,1600900,167813,1,0.202
17,101,17,IL,1700101,99838.586,1,0.144
17,102,17,IL,1700102,97981.022,1,0.141
17,103,17,IL,1700103,104819.393,1,0.151
17,200,17,IL,1700200,59783,0.547,0.086
17,200,18,IL,1700200,49504,0.453,0.07
17,300,18,IL,1700300,109720,1,0.156
17,400,13,IL,1700400,63895,0.551,0.09
17,400,18,IL,1700400,52006,0.449,0.074
17,500,13,IL,1700500,33035.854,0.324,0.047
17,500,15,IL,1700500,68915.146,0.676,0.099
17,600,15,IL,1700600,100397,1,0.144
17,700,15,IL,1700700,106785,1,0.153
17,800,12,IL,1700800,29309,0.217,0.042
17,800,15,IL,1700800,105628,0.783,0.151
17,900,12,IL,1700900,186943,1,0.267
17,1000,12,IL,1701000,71081,0.576,0.102
17,1000,15,IL,1701000,52294,0.424,0.075
17,1101,12,IL,1701101,177602.846,1,0.254
17,1102,12,IL,1701102,119224.154,0.76,0.17
17,1102,15,IL,1701102,37729,0.24,0.054
17,1201,12,IL,1701201,112964.501,0.999,0.162
17,1201,13,IL,1701201,160.867,0.001,0
17,1202,12,IL,1701202,2311.36,0.013,0.003
17,1202,13,IL,1701202,119326.14,0.683,0.169
17,1202,15,IL,1701202,53021.132,0.304,0.076
17,1300,13,IL,1701300,80423.845,0.711,0.114
17,1300,18,IL,1701300,32617.615,0.289,0.046
17,1400,13,IL,1701400,18979.267,0.15,0.027
17,1400,18,IL,1701400,107521.272,0.85,0.153
17,1500,13,IL,1701500,106550,1,0.151
17,1600,13,IL,1701600,66095,0.644,0.094
17,1600,15,IL,1701600,36544,0.356,0.052
17,1700,17,IL,1701700,64873.226,0.581,0.094
17,1700,18,IL,1701700,46775.783,0.419,0.066
17,1800,17,IL,1701800,19384.094,0.172,0.028
17,1800,18,IL,1701800,93112.897,0.828,0.132
17,1900,17,IL,1701900,48643.769,0.362,0.07
17,1900,18,IL,1701900,85741.231,0.638,0.122
17,2000,13,IL,1702000,61695.368,0.358,0.087
17,2000,18,IL,1702000,110722.632,0.642,0.157
17,2100,13,IL,1702100,156506.26,0.751,0.221
17,2100,15,IL,1702100,51912.74,0.249,0.074
17,2200,15,IL,1702200,84239.562,0.538,0.121
17,2200,16,IL,1702200,72306.438,0.462,0.104
17,2300,2,IL,1702300,110008,1,0.155
17,2400,16,IL,1702400,110642,1,0.16
17,2500,16,IL,1702500,40273.792,0.374,0.058
17,2500,17,IL,1702500,50938,0.473,0.073
17,2500,18,IL,1702500,16411.208,0.152,0.023
17,2600,14,IL,1702600,36763.718,0.265,0.051
17,2600,16,IL,1702600,102015.282,0.735,0.147
17,2700,16,IL,1702700,51273,0.529,0.074
17,2700,17,IL,1702700,45624,0.471,0.066
17,2800,16,IL,1702800,63061.958,0.436,0.091
17,2800,17,IL,1702800,81469.148,0.564,0.117
17,2900,16,IL,1702900,174554.578,0.896,0.252
17,2900,17,IL,1702900,20290.316,0.104,0.029
17,3001,14,IL,1703001,120140.819,1,0.166
17,3002,6,IL,1703002,87886.308,0.625,0.122
17,3002,14,IL,1703002,52811.927,0.375,0.073
17,3003,6,IL,1703003,73768.673,0.433,0.102
17,3003,8,IL,1703003,96589.524,0.567,0.134
17,3004,6,IL,1703004,31268.126,0.234,0.043
17,3004,14,IL,1703004,102368.261,0.766,0.141
17,3005,11,IL,1703005,150813.683,1,0.207
17,3006,6,IL,1703006,7618.645,0.031,0.011
17,3006,11,IL,1703006,41452.697,0.167,0.057
17,3006,14,IL,1703006,198695.336,0.802,0.274
17,3101,1,IL,1703101,16973.632,0.113,0.024
17,3101,2,IL,1703101,53731.687,0.357,0.076
17,3101,11,IL,1703101,660.464,0.004,0.001
17,3101,16,IL,1703101,78999.8,0.525,0.114
17,3102,3,IL,1703102,5238.939,0.039,0.007
17,3102,11,IL,1703102,120181.131,0.885,0.165
17,3102,14,IL,1703102,10325.228,0.076,0.014
17,3103,1,IL,1703103,80704.894,0.404,0.113
17,3103,3,IL,1703103,80382.294,0.402,0.112
17,3103,11,IL,1703103,38776.084,0.194,0.053
17,3104,3,IL,1703104,9346.234,0.037,0.013
17,3104,11,IL,1703104,159616.662,0.628,0.219
17,3104,14,IL,1703104,85028.952,0.335,0.117
17,3201,6,IL,1703201,86312.705,0.4,0.12
17,3201,8,IL,1703201,18189.553,0.084,0.025
17,3201,11,IL,1703201,90259.552,0.418,0.124
17,3201,14,IL,1703201,20960.658,0.097,0.029
17,3202,6,IL,1703202,105796.589,0.892,0.147
17,3202,8,IL,1703202,12859.181,0.108,0.018
